exact_address,price,size,rooms,floor,monthly_fee,price_per_sqm,has_elevator,has_balcony,latitude,longitude,main_neighborhood,sub_neighborhood,date,year,month,season,rooms_per_sqm,is_central,seasonal_price_trend,price_change_pct,monthly_price_change,location_avg_price_per_sqm,location_avg_price_per_sqm_sub,months_since_sale,predicted_ending_price
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
Ringvägen 108,9000000.0,92.0,3.0,1.0,3269.0,97826.0,True,True,,,södermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.03260869565217391,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,80164.38654110392,0,8729577.023809526
Bergsundsgatan 16,3995000.0,44.0,1.0,1.0,3333.0,90795.0,True,False,,,södermalm,hornstull,2024-09-17 07:17:05.119757,2024,9,4,0.022727272727272728,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,111211.51271753681,0,4233214.761190476
Täppgränd 6,2995000.0,64.0,2.0,1.0,3545.0,46797.0,False,False,,,enskede,central,2024-09-17 07:17:05.119757,2024,9,4,0.03125,0,5423264.851586489,,-0.36492890995260663,64148.959004078126,80164.38654110392,0,3711249.503968255
Frödingsvägen 2,3895000.0,51.0,2.0,3.0,2423.0,76373.0,False,False,,,kungsholmen,fredhäll,2024-09-17 07:17:05.119757,2024,9,4,0.0392156862745098,0,5423264.851586489,,-0.36492890995260663,102559.572426767,87086.14232209738,0,4713893.527777778
Skeppargatan 73,5995000.0,62.5,2.0,2.0,3517.0,95920.0,True,True,,,gärdet,östermalm,2024-09-17 07:17:05.119757,2024,9,4,0.032,0,5423264.851586489,,-0.36492890995260663,107664.52810394221,106251.37655091404,0,6188888.809523812
"Eva bonniers gata 2, 3tr",2695000.0,58.0,2.0,3.0,3385.0,46466.0,True,True,,,fruängen,central,2024-09-17 07:17:05.119757,2024,9,4,0.034482758620689655,0,5423264.851586489,,-0.36492890995260663,49351.68417240131,80164.38654110392,0,2752101.0119047626
"Fyrverkarbacken 42, 1 tr",2195000.0,18.4,1.0,1.0,498.0,119293.0,True,False,,,kungsholmen marieberg,central,2024-09-17 07:17:05.119757,2024,9,4,0.05434782608695653,0,5423264.851586489,,-0.36492890995260663,90180.29620090147,80164.38654110392,0,2839462.8769841273
"Bergsundsgatan 13, 2 tr",2195000.0,23.8,1.0,2.0,1882.0,92227.0,True,True,,,hornstull,central,2024-09-17 07:17:05.119757,2024,9,4,0.04201680672268907,0,5423264.851586489,,-0.36492890995260663,100745.50783739008,80164.38654110392,0,2700673.69047619
Sandfjärdsgatan 94,3395000.0,77.0,4.0,3.0,5641.0,44091.0,True,True,,,årsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.05194805194805195,0,5423264.851586489,,-0.36492890995260663,61515.02479240097,80164.38654110392,0,3807869.583333333
Hägerstensvägen 161,3695000.0,54.0,2.0,3.0,4203.0,68426.0,False,False,,,aspudden,central,2024-09-17 07:17:05.119757,2024,9,4,0.037037037037037035,0,5423264.851586489,,-0.36492890995260663,83398.761890382,80164.38654110392,0,4122404.5238095243
Erik Tegels Väg 23,1995000.0,59.0,2.0,1.0,3859.0,33814.0,False,True,,,spånga,bromsten,2024-09-17 07:17:05.119757,2024,9,4,0.03389830508474576,0,5423264.851586489,,-0.36492890995260663,37284.32811480756,35106.382978723406,0,1905028.2683982681
Rämensvägen 25B,2995000.0,48.0,2.0,1.0,3447.0,62396.0,True,False,,,årsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,0,5423264.851586489,,-0.36492890995260663,61515.02479240097,80164.38654110392,0,2893004.5634920625
Sibyllegatan 51,11250000.0,77.0,4.0,2.0,3702.0,146104.0,True,True,,,östermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.05194805194805195,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,80164.38654110392,0,7642447.896825397
Liljeholmstorget 42,7495000.0,117.5,5.0,5.0,3666.0,63787.0,True,True,,,liljeholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.0425531914893617,0,5423264.851586489,,-0.36492890995260663,72462.2325517807,80164.38654110392,0,7615291.428571429
Norrbackagatan 16,4250000.0,38.0,1.0,4.0,2516.0,111842.0,True,True,,,birkastan,vasastan,2024-09-17 07:17:05.119757,2024,9,4,0.02631578947368421,0,5423264.851586489,,-0.36492890995260663,124432.7485380117,119318.8965765118,0,4854107.160894661
"Svarvargatan 10, 5tr",4995000.0,51.0,2.0,5.0,3567.0,97941.0,True,True,,,kungsholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.0392156862745098,0,5423264.851586489,,-0.36492890995260663,102559.572426767,80164.38654110392,0,4820674.632333333
Helgestavägen 69F,6795000.0,7.0,,1.0,5251.0,,False,False,,,örby,central,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,53295.063145809414,80164.38654110392,0,2327964.7619047617
Mockasinvägen 28,1950000.0,48.0,2.0,1.0,2787.0,40625.0,False,True,,,solberga,central,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,0,5423264.851586489,,-0.36492890995260663,46935.48387096774,80164.38654110392,0,2128306.4285714277
Sankt eriksplan 17,3495000.0,32.0,1.0,3.0,1545.0,109219.0,True,False,,,vasastan,central,2024-09-17 07:17:05.119757,2024,9,4,0.03125,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,80164.38654110392,0,3715927.2619047617
Pilgrimsvägen 54B,2595000.0,34.5,1.5,1.0,2340.0,75217.0,False,False,,,aspudden,central,2024-09-17 07:17:05.119757,2024,9,4,0.043478260869565216,0,5423264.851586489,,-0.36492890995260663,83398.761890382,80164.38654110392,0,2903883.035714285
Snörmakarvägen 35D,3195000.0,56.0,2.0,2.0,3790.0,57054.0,False,True,,,bromma åkeshov brommaplan,central,2024-09-17 07:17:05.119757,2024,9,4,0.03571428571428571,0,5423264.851586489,,-0.36492890995260663,63315.217391304344,80164.38654110392,0,3164575.2380952383
Garvargatan 3,13750000.0,127.0,4.0,1.0,9109.0,108268.0,True,True,,,kungsholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.031496062992125984,0,5423264.851586489,,-0.36492890995260663,102559.572426767,80164.38654110392,0,8858176.23015873
"Fleminggatan 73, vån 5",6995000.0,77.0,3.0,5.0,4844.0,90844.0,True,False,,,kungsholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.03896103896103896,0,5423264.851586489,,-0.36492890995260663,102559.572426767,80164.38654110392,0,6932825.000000001
Ringvägen 86,3995000.0,51.0,2.0,1.0,2604.0,78333.0,True,True,,,södermalm,skanstull,2024-09-17 07:17:05.119757,2024,9,4,0.0392156862745098,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,89967.32026143791,0,5162072.361111111
Förlandagränd 44,2095000.0,71.0,2.0,2.0,4923.0,29507.0,True,True,,,östberga,central,2024-09-17 07:17:05.119757,2024,9,4,0.028169014084507043,0,5423264.851586489,,-0.36492890995260663,35272.988505747126,80164.38654110392,0,1837040.261904762
Gubbkärrsvägen 17,4395000.0,82.0,3.0,2.0,6231.0,53598.0,True,True,,,bromma,nockebyhov,2024-09-17 07:17:05.119757,2024,9,4,0.036585365853658534,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,63766.99029126213,0,4314618.095238095
Grevgatan 42,10595000.0,77.0,3.0,1.0,5081.0,137597.0,True,False,,,östermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.03896103896103896,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,80164.38654110392,0,7704686.825396825
"Olof Skötkonungs väg 2, vån 2 av 4",2895000.0,37.0,2.0,2.0,2812.0,78243.0,False,False,,,hägersten,central,2024-09-17 07:17:05.119757,2024,9,4,0.05405405405405406,0,5423264.851586489,,-0.36492890995260663,61414.55557182604,80164.38654110392,0,2628002.5595238092
Gamla södertäljevägen 8,2695000.0,47.0,2.0,4.0,3030.0,57340.0,True,True,,,fruängen,central,2024-09-17 07:17:05.119757,2024,9,4,0.0425531914893617,0,5423264.851586489,,-0.36492890995260663,49351.68417240131,80164.38654110392,0,2424726.7857142854
Fågelsångsvägen 13,3995000.0,52.0,2.0,2.0,3896.0,76827.0,True,True,,,gröndal,central,2024-09-17 07:17:05.119757,2024,9,4,0.038461538461538464,0,5423264.851586489,,-0.36492890995260663,79218.50699844479,80164.38654110392,0,4099936.9047619062
"Bråviksvägen 18, 3 tr",2495000.0,39.5,2.0,1.0,3367.0,63165.0,False,True,,,årsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.05063291139240506,0,5423264.851586489,,-0.36492890995260663,61515.02479240097,80164.38654110392,0,2704850.4166666674
Liljeholmstorget 96,4495000.0,68.0,2.0,2.0,3692.0,66103.0,True,True,,,liljeholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.029411764705882353,0,5423264.851586489,,-0.36492890995260663,72462.2325517807,80164.38654110392,0,4720174.047619048
Alviksvägen 31,4495000.0,45.0,2.0,3.0,4113.0,99889.0,False,False,,,bromma,alvik,2024-09-17 07:17:05.119757,2024,9,4,0.044444444444444446,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,66685.39325842696,0,2558199.583333333
Hagaesplanaden 76,8295000.0,84.0,4.0,6.0,5138.0,98750.0,True,True,,,vasastan,hagastaden,2024-09-17 07:17:05.119757,2024,9,4,0.047619047619047616,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,109671.33940182054,0,9389414.52380952
Tegelviksgatan 41,3995000.0,48.0,2.0,1.0,3189.0,83229.0,True,True,,,södermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,80164.38654110392,0,4771181.552261905
Borgargatan 2,2995000.0,35.0,1.5,1.0,1928.0,85571.0,True,False,,,södermalm,högalid,2024-09-17 07:17:05.119757,2024,9,4,0.04285714285714286,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,120444.17401886219,0,3792326.369047619
"Kinnekullevägen 34, 2tr",2495000.0,38.0,1.0,2.0,3663.0,65658.0,False,False,,,bromma,traneberg,2024-09-17 07:17:05.119757,2024,9,4,0.02631578947368421,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,69532.03024682551,0,2394011.9047619044
Störtloppsvägen 20,3695000.0,71.0,3.0,1.0,4081.0,52042.0,False,True,,,västertorp,central,2024-09-17 07:17:05.119757,2024,9,4,0.04225352112676056,0,5423264.851586489,,-0.36492890995260663,56500.917057265135,80164.38654110392,0,3630003.5912698414
Vemdalsgatan 4,4650000.0,84.0,3.0,1.0,6436.0,55357.0,False,False,,,vällingby parkstad,central,2024-09-17 07:17:05.119757,2024,9,4,0.03571428571428571,0,5423264.851586489,,-0.36492890995260663,46067.942942942944,80164.38654110392,0,3298966.547619047
Kvarnbacksvägen 129,2695000.0,53.5,2.0,2.0,3381.0,50374.0,False,True,,,bromma,riksby,2024-09-17 07:17:05.119757,2024,9,4,0.037383177570093455,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,54042.55319148936,0,2930440.2777777785
"Hedinsgatan 13, 1 tr",4195000.0,38.0,2.0,1.0,2291.0,110395.0,True,False,,,gärdet,central,2024-09-17 07:17:05.119757,2024,9,4,0.05263157894736842,0,5423264.851586489,,-0.36492890995260663,107664.52810394221,80164.38654110392,0,3981169.761904761
Byggmästarvägen 25,2495000.0,40.0,2.0,1.0,3381.0,62375.0,False,False,,,bromma,abrahamsberg,2024-09-17 07:17:05.119757,2024,9,4,0.05,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,71413.04347826086,0,2678024.0476190476
Skeppargatan 96,6500000.0,52.0,3.0,1.0,3465.0,125000.0,True,False,,,östermalm,gärdet,2024-09-17 07:17:05.119757,2024,9,4,0.057692307692307696,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,106846.47302904565,0,5877310.952380952
"Läggestavägen 4, vån 3",2395000.0,57.0,2.0,3.0,3784.0,42018.0,False,False,,,bandhagen,central,2024-09-17 07:17:05.119757,2024,9,4,0.03508771929824561,0,5423264.851586489,,-0.36492890995260663,41055.83392984968,80164.38654110392,0,2290983.333333334
"Pontonjärgatan 18, 1tr",2495000.0,26.0,1.0,1.0,1727.0,95962.0,True,False,,,kungsholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.038461538461538464,0,5423264.851586489,,-0.36492890995260663,102559.572426767,80164.38654110392,0,2784765.8730158736
"Årsta skolgränd 6, 7tr",2495000.0,32.0,1.0,7.0,2708.0,77969.0,True,True,,,årstaberg,central,2024-09-17 07:17:05.119757,2024,9,4,0.03125,0,5423264.851586489,,-0.36492890995260663,64880.95238095238,80164.38654110392,0,2254571.369047619
Drottning Kristinas väg 11,4100000.0,49.0,2.0,1.0,2084.0,83673.0,False,False,,,vasastan östermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.04081632653061224,0,5423264.851586489,,-0.36492890995260663,117428.57142857143,80164.38654110392,0,5183290.849206349
"Svartviksslingan 43, vån 4",4795000.0,68.5,3.0,3.0,4549.0,70000.0,True,True,,,bromma,minneberg,2024-09-17 07:17:05.119757,2024,9,4,0.043795620437956206,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,71008.40336134454,0,3996832.2222222215
Gjörwellsgatan 39,4550000.0,60.0,2.0,1.0,4436.0,75833.0,True,False,,,stockholm,central,2024-09-17 07:17:05.119757,2024,9,4,0.03333333333333333,0,5423264.851586489,,-0.36492890995260663,109606.78248205555,80164.38654110392,0,6049774.523809525
Creutzgatan 1,4600000.0,53.0,2.0,1.0,3675.0,86792.0,False,False,,,thorildsplan,central,2024-09-17 07:17:05.119757,2024,9,4,0.03773584905660377,0,5423264.851586489,,-0.36492890995260663,96800.0,80164.38654110392,0,4743660.054112554
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
Drivbänksvägen 11A,3825000.0,86.0,4.0,4.0,5589.0,44477.0,True,True,,,hässelby villastad,central,2024-09-17 07:17:05.119757,2024,9,4,0.046511627906976744,0,5423264.851586489,,-0.36492890995260663,51833.976833976834,80164.38654110392,0,4312579.404761905
Drivbänksvägen 11A,3775000.0,86.0,4.0,2.0,5589.0,43895.0,True,True,,,hässelby villastad,central,2024-09-17 07:17:05.119757,2024,9,4,0.046511627906976744,0,5423264.851586489,,-0.36492890995260663,51833.976833976834,80164.38654110392,0,4312579.404761905
Drivbänksvägen 13A,1645000.0,30.0,1.0,2.0,2473.0,54833.0,True,True,,,hässelby villastad,central,2024-09-17 07:17:05.119757,2024,9,4,0.03333333333333333,0,5423264.851586489,,-0.36492890995260663,51833.976833976834,80164.38654110392,0,2059932.6587301586
Brf Björkstigen,2395000.0,,,1.0,2904.0,74843.0,False,False,,,johanneshov,central,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,69946.8809588668,80164.38654110392,0,3356818.333333333
"Pipersgatan 16, vån 9 & 10",13975000.0,128.0,5.0,9.0,11502.0,109180.0,True,True,,,kungsholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.0390625,0,5423264.851586489,,-0.36492890995260663,102559.572426767,80164.38654110392,0,8903230.99206349
Jämtlandsgatan 116,1295000.0,24.0,1.0,2.0,1970.0,53958.0,False,False,,,vällingby centrum,central,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,1,5423264.851586489,,-0.36492890995260663,37882.90398126464,80164.38654110392,0,1751623.5714285714
Kungssätravägen 36,1595000.0,80.0,3.0,1.0,6328.0,19938.0,False,True,,,skärholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.0375,0,5423264.851586489,,-0.36492890995260663,29849.578820697956,80164.38654110392,0,2211837.9761904757
Sandhamnsgatan 75D,5295000.0,55.0,2.0,1.0,4864.0,96273.0,True,True,,,stockholm,central,2024-09-17 07:17:05.119757,2024,9,4,0.03636363636363636,0,5423264.851586489,,-0.36492890995260663,109606.78248205555,80164.38654110392,0,5787412.500000001
STAVANGERGATAN 42,1500000.0,52.0,2.0,1.0,5273.0,28846.0,True,True,,,kista,central,2024-09-17 07:17:05.119757,2024,9,4,0.038461538461538464,0,5423264.851586489,,-0.36492890995260663,31429.782424413675,80164.38654110392,0,1611124.765873016
"Drivbänksvägen 11C, Vån 3 (F-1302)",1350000.0,31.0,1.0,3.0,2520.0,43548.0,True,True,,,hässelby norra villastad,central,2024-09-17 07:17:05.119757,2024,9,4,0.03225806451612903,0,5423264.851586489,,-0.36492890995260663,36466.30019120459,80164.38654110392,0,1571891.0714285714
Kista alléväg 25,2150000.0,49.0,2.0,1.0,3451.0,43878.0,True,True,,,kista gård,central,2024-09-17 07:17:05.119757,2024,9,4,0.04081632653061224,0,5423264.851586489,,-0.36492890995260663,43096.446700507615,80164.38654110392,0,2262530.3571428577
Edestavägen 24,1495000.0,62.0,2.0,2.0,7108.0,24113.0,True,True,,,högdalen,central,2024-09-17 07:17:05.119757,2024,9,4,0.03225806451612903,0,5423264.851586489,,-0.36492890995260663,47227.54217966256,80164.38654110392,0,2321454.047619047
Bjurholmsplan 23,2495000.0,28.0,1.0,3.0,2285.0,89107.0,True,False,,,södermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.03571428571428571,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,80164.38654110392,0,3030270.6746031744
Vårholmsbackarna 66,1250000.0,44.0,2.0,1.0,4762.0,28409.0,False,False,,,vårberg,central,2024-09-17 07:17:05.119757,2024,9,4,0.045454545454545456,0,5423264.851586489,,-0.36492890995260663,33333.333333333336,80164.38654110392,0,1624938.468253968
Ekshäradsgatan 81,3095000.0,90.0,4.0,1.0,5417.0,34389.0,True,True,,,farsta strand,central,2024-09-17 07:17:05.119757,2024,9,4,0.044444444444444446,0,5423264.851586489,,-0.36492890995260663,41130.95238095238,80164.38654110392,0,3361637.7380952374
Gräsholmsvägen 19D,1995000.0,67.5,3.0,1.0,5063.0,29556.0,False,True,,,skärholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.044444444444444446,0,5423264.851586489,,-0.36492890995260663,29849.578820697956,80164.38654110392,0,2223195.1190476194
"Starrängsringen 65, 1tr",8995000.0,81.0,4.0,1.0,3733.0,111049.0,True,True,,,östermalm,nedre gärdet,2024-09-17 07:17:05.119757,2024,9,4,0.04938271604938271,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,114692.30769230769,0,8381845.277777775
Älvsjö Stationsgata 14,2750000.0,56.0,2.0,1.0,3972.0,49107.0,True,True,,,älvsjö centrum,central,2024-09-17 07:17:05.119757,2024,9,4,0.03571428571428571,1,5423264.851586489,,-0.36492890995260663,44415.58441558442,80164.38654110392,0,2324440.833333334
"Ekshäradsgatan 83, 3 tr",1695000.0,43.0,1.0,3.0,2663.0,39419.0,True,False,,,farsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.023255813953488372,0,5423264.851586489,,-0.36492890995260663,44029.48402948403,80164.38654110392,0,2000996.7857142854
Alingsåsvägen 20,3395000.0,51.0,2.0,3.0,4273.0,66569.0,False,True,,,"hammarbyhöjden, johanneshov",central,2024-09-17 07:17:05.119757,2024,9,4,0.0392156862745098,0,5423264.851586489,,-0.36492890995260663,69987.17948717948,80164.38654110392,0,3446720.2380952383
Stamgatan 49 1tr,2950000.0,95.0,5.0,1.0,7060.0,31053.0,False,True,,,gamla östberga,älvsjö,2024-09-17 07:17:05.119757,2024,9,4,0.05263157894736842,0,5423264.851586489,,-0.36492890995260663,44324.32432432433,53560.924369747896,0,3468696.5476190476
Funäsgatan 8,2575000.0,47.0,2.0,10.0,3435.0,54787.0,True,True,,,vällingby parkstad,råcksta,2024-09-17 07:17:05.119757,2024,9,4,0.0425531914893617,0,5423264.851586489,,-0.36492890995260663,46067.942942942944,42448.566084788035,0,2139909.4444444445
"Annedalsvägen 53,",3995000.0,109.0,5.0,0.0,7373.0,36651.0,True,False,,,annedal,central,2024-09-17 07:17:05.119757,2024,9,4,0.045871559633027525,0,5423264.851586489,,-0.36492890995260663,58411.40529531568,80164.38654110392,0,5141036.309523808
Hägerstensvägen 229,5995000.0,83.5,4.0,1.0,5485.0,71796.0,True,False,,,aspudden,örnsberg,2024-09-17 07:17:05.119757,2024,9,4,0.04790419161676647,0,5423264.851586489,,-0.36492890995260663,83398.761890382,74714.28571428571,0,6712052.380952383
Fyrskeppsvägen 122,1995000.0,28.0,1.0,1.0,2454.0,71250.0,False,True,,,kärrtorp,central,2024-09-17 07:17:05.119757,2024,9,4,0.03571428571428571,0,5423264.851586489,,-0.36492890995260663,58345.75260804769,80164.38654110392,0,2166108.0753968256
"Kista Alléväg 9, 1 tr",3490000.0,91.1,4.0,1.0,7239.0,38310.0,True,True,,,kista,central,2024-09-17 07:17:05.119757,2024,9,4,0.043907793633369926,0,5423264.851586489,,-0.36492890995260663,31429.782424413675,80164.38654110392,0,2352545.2380952383
Blackensvägen 1A,2995000.0,79.5,3.0,2.0,4367.0,37673.0,True,True,,,älvsjö,långbro,2024-09-17 07:17:05.119757,2024,9,4,0.03773584905660377,0,5423264.851586489,,-0.36492890995260663,63748.30518920252,58966.56534954407,0,4275978.749999999
