exact_address,price,size,rooms,floor,monthly_fee,price_per_sqm,has_elevator,has_balcony,latitude,longitude,main_neighborhood,sub_neighborhood,date,year,month,season,rooms_per_sqm,is_central,seasonal_price_trend,price_change_pct,monthly_price_change,location_avg_price_per_sqm,location_avg_price_per_sqm_sub,months_since_sale,predicted_ending_price
Torphagsvägen 16,2395000.0,27.0,1.0,1.0,2577.0,88704.0,False,True,,,ekhagen,norra djurgården,2024-09-17 07:17:05.119757,2024,9,4,0.037037037037037035,0,5423264.851586489,,-0.36492890995260663,67221.29783693844,72429.90654205608,0,2297255.1785714286
Loviselundsvägen 17,1525000.0,58.0,2.0,6.0,4643.0,26293.0,True,False,,,hässelby gård,central,2024-09-17 07:17:05.119757,2024,9,4,0.034482758620689655,0,5423264.851586489,,-0.36492890995260663,27739.42093541203,80164.38654110392,0,1698665.1428571427
"Arkadvägen 14, 1tr",2900000.0,37.0,1.0,1.0,3268.0,78378.0,False,True,,,johanneshov,central,2024-09-17 07:17:05.119757,2024,9,4,0.02702702702702703,0,5423264.851586489,,-0.36492890995260663,69946.8809588668,80164.38654110392,0,2540952.619047619
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
Stopvägen 84,2795000.0,51.0,2.0,1.0,4500.0,54804.0,False,True,,,bromma,abrahamsberg,2024-09-17 07:17:05.119757,2024,9,4,0.0392156862745098,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,71413.04347826086,0,3020022.6190476203
"Gävlegatan 26, 4 tr.",5295000.0,55.0,2.0,4.0,2750.0,96273.0,True,True,,,vasastan,central,2024-09-17 07:17:05.119757,2024,9,4,0.03636363636363636,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,80164.38654110392,0,6400131.071428573
Snickerigatan 11,3995000.0,65.0,2.0,2.0,4573.0,61462.0,True,True,,,telefonplan,central,2024-09-17 07:17:05.119757,2024,9,4,0.03076923076923077,0,5423264.851586489,,-0.36492890995260663,71463.50364963504,80164.38654110392,0,4087947.103174603
Liljeholmsvägen 32,5795000.0,76.0,4.0,4.0,5403.0,76250.0,True,True,,,liljeholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.05263157894736842,0,5423264.851586489,,-0.36492890995260663,72462.2325517807,80164.38654110392,0,5001493.333333334
Essinge Brogata 15,4150000.0,56.0,3.0,2.0,4854.0,74107.0,True,True,,,lilla essingen,central,2024-09-17 07:17:05.119757,2024,9,4,0.05357142857142857,0,5423264.851586489,,-0.36492890995260663,83333.33333333333,80164.38654110392,0,4192312.6190476203
Kratsbodavägen 50B,4395000.0,71.0,3.0,6.0,6465.0,61901.0,True,True,,,bromma,mariehäll,2024-09-17 07:17:05.119757,2024,9,4,0.04225352112676056,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,62210.02855103498,0,3762302.817460317
Högalidsgatan 54B,5650000.0,63.0,3.0,1.0,3513.0,89683.0,True,False,,,södermalm,högalid,2024-09-17 07:17:05.119757,2024,9,4,0.047619047619047616,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,120444.17401886219,0,6178989.285714285
Roslagsgatan 10,7250000.0,60.0,2.0,0.0,2676.0,120833.0,True,False,,,vasastan,central,2024-09-17 07:17:05.119757,2024,9,4,0.03333333333333333,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,80164.38654110392,0,6317042.857142856
Ringvägen 84,2795000.0,32.0,2.0,0.0,1592.0,87344.0,True,False,,,södermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.0625,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,80164.38654110392,0,3378914.7023809524
Nynäsvägen 313,2850000.0,46.0,1.5,2.0,3439.0,61957.0,False,False,,,enskede,gamla enskede,2024-09-17 07:17:05.119757,2024,9,4,0.03260869565217391,0,5423264.851586489,,-0.36492890995260663,64148.959004078126,79775.2808988764,0,2668773.095238095
"Erik Tegels Väg 4 B, 2,5 tr",1995000.0,77.0,3.0,4.0,4672.0,25909.0,False,False,,,spånga,bromsten,2024-09-17 07:17:05.119757,2024,9,4,0.03896103896103896,0,5423264.851586489,,-0.36492890995260663,37284.32811480756,35106.382978723406,0,2217950.1190476194
FJUGESTAGRÄND 4,2095000.0,60.0,3.0,2.0,4013.0,34917.0,False,True,,,ormkärr,central,2024-09-17 07:17:05.119757,2024,9,4,0.05,0,5423264.851586489,,-0.36492890995260663,39309.09090909091,80164.38654110392,0,2284602.6190476194
Riddargatan 36a,15495000.0,128.0,4.0,3.0,6139.0,121055.0,False,True,,,östermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.03125,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,80164.38654110392,0,12745453.80952381
Mellanbergsvägen 15,2495000.0,44.0,2.0,1.0,3466.0,56705.0,False,False,,,hökmossen,central,2024-09-17 07:17:05.119757,2024,9,4,0.045454545454545456,0,5423264.851586489,,-0.36492890995260663,57783.50515463918,80164.38654110392,0,2734252.619047619
Vävstolsvägen 5,2195000.0,42.0,2.0,1.0,3173.0,52262.0,False,False,,,bromma,riksby,2024-09-17 07:17:05.119757,2024,9,4,0.047619047619047616,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,54042.55319148936,0,2581126.785714286
"Götgatan 73A, 2 tr",5400000.0,57.0,3.0,2.0,2791.0,94737.0,True,False,,,södermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.05263157894736842,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,80164.38654110392,0,5784329.655483407
Sågargatan 14,4000000.0,27.0,1.0,5.0,2111.0,148148.0,True,True,,,södermalm,sofo,2024-09-17 07:17:05.119757,2024,9,4,0.037037037037037035,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,112250.60827250608,0,3092335.2777777775
"Lidköpingsvägen 6, vån 4",2195000.0,21.5,1.0,4.0,1614.0,102093.0,True,False,,,hammarbyhöjden,central,2024-09-17 07:17:05.119757,2024,9,4,0.046511627906976744,0,5423264.851586489,,-0.36492890995260663,66977.5,80164.38654110392,0,1928508.452380952
"Larsbodavägen 57, 2tr",3495000.0,89.0,4.0,2.0,5890.0,39270.0,True,True,,,farsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.0449438202247191,0,5423264.851586489,,-0.36492890995260663,44029.48402948403,80164.38654110392,0,3437669.4047619044
"Farsta Strandplan 2, 3 tr",2795000.0,71.0,3.0,3.0,5251.0,39366.0,True,True,,,farsta strand,central,2024-09-17 07:17:05.119757,2024,9,4,0.04225352112676056,0,5423264.851586489,,-0.36492890995260663,41130.95238095238,80164.38654110392,0,2797035.3571428573
Södermannagatan 76,6995000.0,75.0,2.5,1.0,4167.0,93267.0,True,True,,,södermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.03333333333333333,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,80164.38654110392,0,6854936.547619049
"Norrtullsgatan 26, Vindsvåning",11995000.0,88.0,4.0,6.0,4300.0,136307.0,True,True,,,vasastan,central,2024-09-17 07:17:05.119757,2024,9,4,0.045454545454545456,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,80164.38654110392,0,9770503.86904762
Jenny Linds gata 15,1995000.0,32.0,1.5,1.0,2137.0,62344.0,False,False,,,fruängen,central,2024-09-17 07:17:05.119757,2024,9,4,0.046875,0,5423264.851586489,,-0.36492890995260663,49351.68417240131,80164.38654110392,0,2190781.428571428
Slättåkragränd 26,2550000.0,83.0,3.0,2.0,5144.0,30723.0,True,True,,,östbergahöjden,central,2024-09-17 07:17:05.119757,2024,9,4,0.03614457831325301,0,5423264.851586489,,-0.36492890995260663,33333.333333333336,80164.38654110392,0,2310833.6904761903
"Östersundsgatan 7, Vån 10",1795000.0,38.0,1.0,10.0,2542.0,47237.0,True,False,,,vällingby,råcksta trädgårdsstad,2024-09-17 07:17:05.119757,2024,9,4,0.02631578947368421,0,5423264.851586489,,-0.36492890995260663,37891.793471192614,,0,1944774.6031746033
Sonja Kovalevskys Gata 8,4895000.0,53.0,2.0,2.0,3376.0,92358.0,True,True,,,vasastan,hagastaden,2024-09-17 07:17:05.119757,2024,9,4,0.03773584905660377,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,109671.33940182054,0,5938395.357142857
Köpenhamnsgatan 14,2395000.0,82.0,4.0,1.0,4940.0,29207.0,True,False,,,kista,central,2024-09-17 07:17:05.119757,2024,9,4,0.04878048780487805,0,5423264.851586489,,-0.36492890995260663,31429.782424413675,80164.38654110392,0,2390348.5714285714
Doktor Widerströms gata 8,2595000.0,57.0,2.0,2.0,3689.0,45526.0,False,False,,,fruängen,central,2024-09-17 07:17:05.119757,2024,9,4,0.03508771929824561,0,5423264.851586489,,-0.36492890995260663,49351.68417240131,80164.38654110392,0,2629217.5
Hammarby Allé 51b,4995000.0,64.0,2.0,1.0,3870.0,78047.0,True,True,,,hammarby sjöstad,central,2024-09-17 07:17:05.119757,2024,9,4,0.03125,0,5423264.851586489,,-0.36492890995260663,82007.06073183531,80164.38654110392,0,4984254.664502163
"Västertorpsvägen 6, 2 tr",3695000.0,76.6,3.0,2.0,5711.0,48238.0,True,True,,,västertorp,hägerstensåsen,2024-09-17 07:17:05.119757,2024,9,4,0.0391644908616188,0,5423264.851586489,,-0.36492890995260663,56500.917057265135,60660.377358490565,0,3823820.595238094
Tavastgatan 29D,4500000.0,41.0,2.0,3.0,2415.0,109756.0,False,False,,,södermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.04878048780487805,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,80164.38654110392,0,4135944.285714285
"Hammarögatan 14, 1tr",2895000.0,72.0,3.0,1.0,5491.0,40208.0,True,True,,,farsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,0,5423264.851586489,,-0.36492890995260663,44029.48402948403,80164.38654110392,0,2759625.9523809524
Tämnarvägen 38,2995000.0,55.0,2.0,1.0,3011.0,54455.0,False,True,,,årsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.03636363636363636,0,5423264.851586489,,-0.36492890995260663,61515.02479240097,80164.38654110392,0,3206280.793650794
Lindevägen 44,4395000.0,74.5,3.0,4.0,5320.0,58993.0,True,True,,,enskede gård,central,2024-09-17 07:17:05.119757,2024,9,4,0.040268456375838924,0,5423264.851586489,,-0.36492890995260663,81655.48098434004,80164.38654110392,0,5480792.045454544
Hälsingegatan 7,16500000.0,138.0,4.0,3.0,5067.0,119565.0,True,True,,,vasastan,central,2024-09-17 07:17:05.119757,2024,9,4,0.028985507246376812,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,80164.38654110392,0,11743672.75793651
"Gröndalsvägen 111, 6tr högst upp",2895000.0,46.0,2.0,6.0,3336.0,62935.0,True,True,,,gröndal,central,2024-09-17 07:17:05.119757,2024,9,4,0.043478260869565216,0,5423264.851586489,,-0.36492890995260663,79218.50699844479,80164.38654110392,0,3559350.595238094
Stopvägen 104,4395000.0,70.0,3.0,1.0,3160.0,62786.0,False,True,,,abrahamsberg,central,2024-09-17 07:17:05.119757,2024,9,4,0.04285714285714286,0,5423264.851586489,,-0.36492890995260663,57723.13296903461,80164.38654110392,0,3685222.658730158
Ågesta broväg 71,3495000.0,79.5,3.0,4.0,5688.0,43962.0,True,True,,,farsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.03773584905660377,0,5423264.851586489,,-0.36492890995260663,44029.48402948403,80164.38654110392,0,3095327.2619047617
Skebokvarnsvägen 283,1495000.0,26.0,1.0,1.0,1723.0,57500.0,False,False,,,högdalen,central,2024-09-17 07:17:05.119757,2024,9,4,0.038461538461538464,0,5423264.851586489,,-0.36492890995260663,47227.54217966256,80164.38654110392,0,1702390.4761904757
"Hälsingegatan 33, egen uteplats",3750000.0,32.0,1.0,1.0,2790.0,117188.0,False,False,,,vasastan,central,2024-09-17 07:17:05.119757,2024,9,4,0.03125,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,80164.38654110392,0,3574939.0476190476
Klintbacken 78B,5995000.0,90.0,4.0,1.0,7999.0,66611.0,False,False,,,bromma,mariehäll,2024-09-17 07:17:05.119757,2024,9,4,0.044444444444444446,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,62210.02855103498,0,3892349.166666665
Alva Myrdals Gata 6,1695000.0,31.0,1.0,1.0,2336.0,54677.0,True,False,,,hägersten,central,2024-09-17 07:17:05.119757,2024,9,4,0.03225806451612903,0,5423264.851586489,,-0.36492890995260663,61414.55557182604,80164.38654110392,0,2109746.428571428
"Grubbensringen 21, Etagelägenhet",10500000.0,103.0,3.0,5.0,8702.0,101942.0,True,True,,,kungsholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.02912621359223301,0,5423264.851586489,,-0.36492890995260663,102559.572426767,80164.38654110392,0,8836738.134920634
Lerbäcksgränd 12,1995000.0,73.0,3.0,3.0,5028.0,27329.0,False,True,,,hagsätra,central,2024-09-17 07:17:05.119757,2024,9,4,0.0410958904109589,0,5423264.851586489,,-0.36492890995260663,32876.55971479501,80164.38654110392,0,2212377.61904762
Karlbergsvägen 68,2895000.0,27.0,1.0,1.0,1212.0,107222.0,False,False,,,vasastaden,central,2024-09-17 07:17:05.119757,2024,9,4,0.037037037037037035,0,5423264.851586489,,-0.36492890995260663,102293.57798165138,80164.38654110392,0,3100034.98015873
"Rindögatan 27, 4 tr",2695000.0,23.4,1.0,4.0,1564.0,115171.0,True,True,,,gärdet,central,2024-09-17 07:17:05.119757,2024,9,4,0.042735042735042736,0,5423264.851586489,,-0.36492890995260663,107664.52810394221,80164.38654110392,0,2782632.7380952383
"Kungsklippan 11, 0,5 tr mot gård",2450000.0,31.0,1.5,1.0,3995.0,79032.0,False,False,,,kungsholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.04838709677419355,0,5423264.851586489,,-0.36492890995260663,102559.572426767,80164.38654110392,0,2949523.4523809524
"Rindögatan 27, 4tr",3795000.0,37.9,2.0,4.0,2534.0,100132.0,True,True,,,gärdet,östermalm,2024-09-17 07:17:05.119757,2024,9,4,0.052770448548812667,0,5423264.851586489,,-0.36492890995260663,107664.52810394221,106251.37655091404,0,4010079.5238095224
Lerbäcksgränd 7,1995000.0,73.0,3.0,3.0,5029.0,27329.0,False,True,,,hagsätra,central,2024-09-17 07:17:05.119757,2024,9,4,0.0410958904109589,0,5423264.851586489,,-0.36492890995260663,32876.55971479501,80164.38654110392,0,2212377.61904762
"Armborstvägen 20, 12547 Älvsjö",4495000.0,79.0,4.0,5.0,5760.0,56899.0,True,True,,,älvsjö,central,2024-09-17 07:17:05.119757,2024,9,4,0.05063291139240506,0,5423264.851586489,,-0.36492890995260663,63748.30518920252,80164.38654110392,0,3980207.9166666656
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
,,,,,,,False,False,,,unknown,unknown,2024-09-17 07:17:05.119757,2024,9,4,,0,5423264.851586489,,-0.36492890995260663,,,0,4171498.690476191
Garagevägen 19,2995000.0,48.0,2.0,4.0,3625.0,62396.0,True,True,,,"hammarbyhöjden, johanneshov",central,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,0,5423264.851586489,,-0.36492890995260663,69987.17948717948,80164.38654110392,0,3398750.7539682537
Majrovägen 14,2695000.0,53.0,2.0,2.0,3148.0,50849.0,False,True,,,gubbängen,central,2024-09-17 07:17:05.119757,2024,9,4,0.03773584905660377,0,5423264.851586489,,-0.36492890995260663,47832.512315270935,80164.38654110392,0,2620313.214285714
Älvkarleövägen 20,3250000.0,44.2,3.0,1.0,3553.0,73529.0,False,False,,,hjorthagen,central,2024-09-17 07:17:05.119757,2024,9,4,0.06787330316742081,0,5423264.851586489,,-0.36492890995260663,81364.11889596604,80164.38654110392,0,3216641.9642857136
"Johanneshovsvägen 151, 1 tr",3175000.0,50.0,2.0,1.0,3746.0,63500.0,True,False,,,årsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.04,0,5423264.851586489,,-0.36492890995260663,61515.02479240097,80164.38654110392,0,2929302.4801587295
"Ynglingagatan 5, 2 tr.",3195000.0,35.0,1.0,2.0,3950.0,91286.0,True,False,,,vasastan,central,2024-09-17 07:17:05.119757,2024,9,4,0.02857142857142857,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,80164.38654110392,0,4077024.642857143
Petrejusvägen 15,6295000.0,102.0,4.0,4.0,6732.0,61716.0,True,True,,,hammarbyhöjden,central,2024-09-17 07:17:05.119757,2024,9,4,0.0392156862745098,0,5423264.851586489,,-0.36492890995260663,66977.5,80164.38654110392,0,5107244.523809523
"Sickla kanalgata 56, pl 2",4595000.0,59.0,2.0,2.0,4644.0,77881.0,True,True,,,hammarby sjöstad,central,2024-09-17 07:17:05.119757,2024,9,4,0.03389830508474576,0,5423264.851586489,,-0.36492890995260663,82007.06073183531,80164.38654110392,0,4193123.690476191
Klädesvägen 38,3975000.0,72.0,3.0,1.0,6059.0,55208.0,True,True,,,bromma,brommaplan,2024-09-17 07:17:05.119757,2024,9,4,0.041666666666666664,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,,0,3964704.8412698405
Maria trappgränd 1C,6495000.0,81.0,3.0,1.0,4739.0,80185.0,True,True,,,mariaberget,södermalm,2024-09-17 07:17:05.119757,2024,9,4,0.037037037037037035,0,5423264.851586489,,-0.36492890995260663,,106103.28638497653,0,6109037.73809524
"Selmedalsringen 20, vån 3 av 5",6395000.0,91.0,3.0,3.0,5670.0,70275.0,True,True,,,hägerstenshamnen,central,2024-09-17 07:17:05.119757,2024,9,4,0.03296703296703297,0,5423264.851586489,,-0.36492890995260663,62633.92857142857,80164.38654110392,0,4891501.01190476
"Skebokvarnsvägen 376, vån 6/6",1495000.0,33.0,1.0,6.0,2830.0,45303.0,True,True,,,högdalen,central,2024-09-17 07:17:05.119757,2024,9,4,0.030303030303030304,0,5423264.851586489,,-0.36492890995260663,47227.54217966256,80164.38654110392,0,1720256.4880952374
Brahegatan 40,14750000.0,106.0,3.0,4.0,7267.0,139151.0,True,True,,,östermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.02830188679245283,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,80164.38654110392,0,12784924.047619047
"Lottens gata 11, 2 tr",2750000.0,35.0,1.0,2.0,2824.0,78571.0,False,False,,,södermalm,central,2024-09-17 07:17:05.119757,2024,9,4,0.02857142857142857,0,5423264.851586489,,-0.36492890995260663,103268.90042472865,80164.38654110392,0,3659921.5476190476
Blåsutvägen 31,3995000.0,75.0,3.0,1.0,3598.0,53267.0,False,True,,,blåsut,central,2024-09-17 07:17:05.119757,2024,9,4,0.04,0,5423264.851586489,,-0.36492890995260663,64572.054653261155,80164.38654110392,0,4151879.7222222215
Redargatan 3,8495000.0,100.0,4.0,6.0,5833.0,84950.0,True,True,,,hammarby sjöstad,central,2024-09-17 07:17:05.119757,2024,9,4,0.04,0,5423264.851586489,,-0.36492890995260663,82007.06073183531,80164.38654110392,0,7754305.595238095
"Vindragarvägen 15,3tr",4995000.0,57.0,2.0,2.0,3272.0,87632.0,False,False,,,stockholm,central,2024-09-17 07:17:05.119757,2024,9,4,0.03508771929824561,0,5423264.851586489,,-0.36492890995260663,109606.78248205555,80164.38654110392,0,5817124.404761906
Färnebogatan 15,5495000.0,116.5,4.0,1.0,7221.0,47167.0,False,True,,,farsta,central,2024-09-17 07:17:05.119757,2024,9,4,0.034334763948497854,0,5423264.851586489,,-0.36492890995260663,44029.48402948403,80164.38654110392,0,3779631.428571428
Jenny Nyströms Gata 10,1995000.0,30.5,1.0,1.0,2395.0,65410.0,False,False,,,fruängen,central,2024-09-17 07:17:05.119757,2024,9,4,0.03278688524590164,0,5423264.851586489,,-0.36492890995260663,49351.68417240131,80164.38654110392,0,1939770.277777778
"Nybohovsbacken 99, vån 8",4250000.0,71.0,3.0,1.0,2980.0,59859.0,True,True,,,liljeholmen,central,2024-09-17 07:17:05.119757,2024,9,4,0.04225352112676056,0,5423264.851586489,,-0.36492890995260663,72462.2325517807,80164.38654110392,0,4869396.904761905
Roslagsgatan 60,2575000.0,23.5,1.0,1.0,1512.0,109574.0,True,False,,,vasastan,central,2024-09-17 07:17:05.119757,2024,9,4,0.0425531914893617,0,5423264.851586489,,-0.36492890995260663,116669.36752942408,80164.38654110392,0,2838984.880952381
Annebodavägen 64,2695000.0,79.5,3.0,3.0,6016.0,33899.0,False,True,,,liseberg,central,2024-09-17 07:17:05.119757,2024,9,4,0.03773584905660377,0,5423264.851586489,,-0.36492890995260663,78273.80952380953,80164.38654110392,0,6133454.761904763
"Eldsbergagränd 22, vån 3",2150000.0,83.0,3.0,3.0,5783.0,25904.0,False,False,,,östberga,älvsjö,2024-09-17 07:17:05.119757,2024,9,4,0.03614457831325301,0,5423264.851586489,,-0.36492890995260663,35272.988505747126,53560.924369747896,0,2275281.309523809
"Annedalsvägen 59, vån 1",3995000.0,83.0,3.0,1.0,6471.0,48133.0,True,True,,,bromma,annedal,2024-09-17 07:17:05.119757,2024,9,4,0.03614457831325301,0,5423264.851586489,,-0.36492890995260663,66144.2866365397,57048.75962360992,0,3961391.9047619044
Båtbyggargatan 62,7195000.0,88.0,3.0,1.0,6187.0,81761.0,True,True,,,hammarby sjöstad,central,2024-09-17 07:17:05.119757,2024,9,4,0.03409090909090909,0,5423264.851586489,,-0.36492890995260663,82007.06073183531,80164.38654110392,0,6918106.309523809
Fastlagsvägen 42,6795000.0,104.0,4.0,1.0,5333.0,65337.0,True,True,,,midsommarkransen,central,2024-09-17 07:17:05.119757,2024,9,4,0.038461538461538464,0,5423264.851586489,,-0.36492890995260663,77740.05639655684,80164.38654110392,0,7682090.9523809515
Blackebergsplan 10,3995000.0,83.0,3.0,10.0,6799.0,48133.0,True,True,,,blackeberg,central,2024-09-17 07:17:05.119757,2024,9,4,0.03614457831325301,0,5423264.851586489,,-0.36492890995260663,53244.9494949495,80164.38654110392,0,3585289.8412698414
"Bergtallsvägen 11, 3 tr",4995000.0,87.0,3.0,3.0,4801.0,57414.0,True,True,,,älvsjö,långbro park,2024-09-17 07:17:05.119757,2024,9,4,0.034482758620689655,0,5423264.851586489,,-0.36492890995260663,63748.30518920252,73265.30612244898,0,4775023.154761903
"Stamgatan 90, vån 4",2350000.0,78.0,3.0,4.0,5868.0,30128.0,False,False,,,gamla östberga,älvsjö,2024-09-17 07:17:05.119757,2024,9,4,0.038461538461538464,0,5423264.851586489,,-0.36492890995260663,44324.32432432433,53560.924369747896,0,2924349.940476191
Tvååkersgränd 1,3400000.0,88.0,3.0,2.0,6512.0,38636.0,True,True,,,östberga,central,2024-09-17 07:17:05.119757,2024,9,4,0.03409090909090909,0,5423264.851586489,,-0.36492890995260663,35272.988505747126,80164.38654110392,0,2299557.2619047617
Sockenvägen 369A,2995000.0,55.0,2.0,3.0,3890.0,54455.0,False,True,,,enskede,gamla enskede,2024-09-17 07:17:05.119757,2024,9,4,0.03636363636363636,0,5423264.851586489,,-0.36492890995260663,64148.959004078126,79775.2808988764,0,3111301.1796536804
"Sannadalsvägen 4, 2 tr",2595000.0,33.0,1.5,2.0,3222.0,78636.0,False,True,,,gröndal,central,2024-09-17 07:17:05.119757,2024,9,4,0.045454545454545456,0,5423264.851586489,,-0.36492890995260663,79218.50699844479,80164.38654110392,0,2732071.5952380956
Lilla sällskapets väg 15A,2995000.0,77.5,3.5,1.0,5068.0,38645.0,False,False,,,bredäng,mälarhöjden,2024-09-17 07:17:05.119757,2024,9,4,0.04516129032258064,0,5423264.851586489,,-0.36492890995260663,40985.21289862819,54409.3567251462,0,2555888.6904761903
"Spångavägen 138, vån 2",1695000.0,19.0,1.0,2.0,1059.0,89211.0,False,False,,,bromma kyrka,central,2024-09-17 07:17:05.119757,2024,9,4,0.05263157894736842,0,5423264.851586489,,-0.36492890995260663,63440.43887147336,80164.38654110392,0,1959856.785714286
"Isgränd 5, 1tr",1595000.0,21.0,1.0,1.0,1377.0,75952.0,False,False,,,västertorp,hägerstensåsen,2024-09-17 07:17:05.119757,2024,9,4,0.047619047619047616,0,5423264.851586489,,-0.36492890995260663,56500.917057265135,60660.377358490565,0,1893602.182539683
"Schlytersvägen 69, 1/2tr",2495000.0,30.0,2.0,0.0,3228.0,83167.0,False,False,,,hägersten,aspudden,2024-09-17 07:17:05.119757,2024,9,4,0.06666666666666667,0,5423264.851586489,,-0.36492890995260663,61414.55557182604,77093.02325581395,0,2463954.7619047617
Mariehällstorget 6,8500000.0,147.0,5.0,9.0,7866.0,57823.0,True,True,,,annedal,central,2024-09-17 07:17:05.119757,2024,9,4,0.034013605442176874,0,5423264.851586489,,-0.36492890995260663,58411.40529531568,80164.38654110392,0,5223274.761904761
Ellen Keys Gata 99,5995000.0,102.0,5.0,3.0,5999.0,58775.0,False,True,,,fruängen,central,2024-09-17 07:17:05.119757,2024,9,4,0.049019607843137254,0,5423264.851586489,,-0.36492890995260663,49351.68417240131,80164.38654110392,0,4637268.452380952
"Smedsbacksgatan 7, 4tr",2895000.0,28.0,1.0,4.0,1945.0,103393.0,True,True,,,gärdet,östermalm,2024-09-17 07:17:05.119757,2024,9,4,0.03571428571428571,0,5423264.851586489,,-0.36492890995260663,107664.52810394221,106251.37655091404,0,3069219.4047619044
Kinnekullevägen 38,2295000.0,35.0,1.0,1.0,3753.0,65571.0,False,False,,,traneberg,central,2024-09-17 07:17:05.119757,2024,9,4,0.02857142857142857,0,5423264.851586489,,-0.36492890995260663,60971.83098591549,80164.38654110392,0,2243275.476190476
"Odengatan 16A, 3tr",6200000.0,51.0,2.0,3.0,1495.0,121569.0,True,False,,,östermalm,vasastan,2024-09-17 07:17:05.119757,2024,9,4,0.0392156862745098,0,5423264.851586489,,-0.36492890995260663,132935.65588339852,119318.8965765118,0,6068357.817460319
Kungssätravägen 14,1495000.0,36.0,1.0,1.0,2629.0,41528.0,True,False,,,sätra,skärholmen,2024-09-17 07:17:05.119757,2024,9,4,0.027777777777777776,0,5423264.851586489,,-0.36492890995260663,35491.55908639523,,0,1469268.5064935065
"Hägerstensvägen 231, 4/4",5995000.0,82.0,4.0,4.0,5386.0,73110.0,True,True,,,örnsberg,aspudden,2024-09-17 07:17:05.119757,2024,9,4,0.04878048780487805,0,5423264.851586489,,-0.36492890995260663,77574.52574525746,77093.02325581395,0,6186679.880952382
Skogängsvägen 33A,1990000.0,55.0,2.0,2.0,3985.0,36182.0,True,True,,,spånga,central,2024-09-17 07:17:05.119757,2024,9,4,0.03636363636363636,0,5423264.851586489,,-0.36492890995260663,37284.32811480756,80164.38654110392,0,1862866.9047619044
