Datum;Grupp;Serie;Värde
2024-02-08;Riksbankens styrräntor;Styrränta;4,00
2024-02-09;Riksbankens styrräntor;Styrränta;4,00
2024-02-12;Riksbankens styrräntor;Styrränta;4,00
2024-02-13;Riksbankens styrräntor;Styrränta;4,00
2024-02-14;Riksbankens styrräntor;Styrränta;4,00
2024-02-15;Riksbankens styrräntor;Styrränta;4,00
2024-02-16;Riksbankens styrräntor;Styrränta;4,00
2024-02-19;Riksbankens styrräntor;Styrränta;4,00
2024-02-20;Riksbankens styrräntor;Styrränta;4,00
2024-02-21;Riksbankens styrräntor;Styrränta;4,00
2024-02-22;Riksbankens styrräntor;Styrränta;4,00
2024-02-23;Riksbankens styrräntor;Styrränta;4,00
2024-02-26;Riksbankens styrräntor;Styrränta;4,00
2024-02-27;Riksbankens styrräntor;Styrränta;4,00
2024-02-28;Riksbankens styrräntor;Styrränta;4,00
2024-02-29;Riksbankens styrräntor;Styrränta;4,00
2024-03-01;Riksbankens styrräntor;Styrränta;4,00
2024-03-04;Riksbankens styrräntor;Styrränta;4,00
2024-03-05;Riksbankens styrräntor;Styrränta;4,00
2024-03-06;Riksbankens styrräntor;Styrränta;4,00
2024-03-07;Riksbankens styrräntor;Styrränta;4,00
2024-03-08;Riksbankens styrräntor;Styrränta;4,00
2024-03-11;Riksbankens styrräntor;Styrränta;4,00
2024-03-12;Riksbankens styrräntor;Styrränta;4,00
2024-03-13;Riksbankens styrräntor;Styrränta;4,00
2024-03-14;Riksbankens styrräntor;Styrränta;4,00
2024-03-15;Riksbankens styrräntor;Styrränta;4,00
2024-03-18;Riksbankens styrräntor;Styrränta;4,00
2024-03-19;Riksbankens styrräntor;Styrränta;4,00
2024-03-20;Riksbankens styrräntor;Styrränta;4,00
2024-03-21;Riksbankens styrräntor;Styrränta;4,00
2024-03-22;Riksbankens styrräntor;Styrränta;4,00
2024-03-25;Riksbankens styrräntor;Styrränta;4,00
2024-03-26;Riksbankens styrräntor;Styrränta;4,00
2024-03-27;Riksbankens styrräntor;Styrränta;4,00
2024-03-28;Riksbankens styrräntor;Styrränta;4,00
2024-04-02;Riksbankens styrräntor;Styrränta;4,00
2024-04-03;Riksbankens styrräntor;Styrränta;4,00
2024-04-04;Riksbankens styrräntor;Styrränta;4,00
2024-04-05;Riksbankens styrräntor;Styrränta;4,00
2024-04-08;Riksbankens styrräntor;Styrränta;4,00
2024-04-09;Riksbankens styrräntor;Styrränta;4,00
2024-04-10;Riksbankens styrräntor;Styrränta;4,00
2024-04-11;Riksbankens styrräntor;Styrränta;4,00
2024-04-12;Riksbankens styrräntor;Styrränta;4,00
2024-04-15;Riksbankens styrräntor;Styrränta;4,00
2024-04-16;Riksbankens styrräntor;Styrränta;4,00
2024-04-17;Riksbankens styrräntor;Styrränta;4,00
2024-04-18;Riksbankens styrräntor;Styrränta;4,00
2024-04-19;Riksbankens styrräntor;Styrränta;4,00
2024-04-22;Riksbankens styrräntor;Styrränta;4,00
2024-04-23;Riksbankens styrräntor;Styrränta;4,00
2024-04-24;Riksbankens styrräntor;Styrränta;4,00
2024-04-25;Riksbankens styrräntor;Styrränta;4,00
2024-04-26;Riksbankens styrräntor;Styrränta;4,00
2024-04-29;Riksbankens styrräntor;Styrränta;4,00
2024-04-30;Riksbankens styrräntor;Styrränta;4,00
2024-05-02;Riksbankens styrräntor;Styrränta;4,00
2024-05-03;Riksbankens styrräntor;Styrränta;4,00
2024-05-06;Riksbankens styrräntor;Styrränta;4,00
2024-05-07;Riksbankens styrräntor;Styrränta;4,00
2024-05-08;Riksbankens styrräntor;Styrränta;4,00
2024-05-10;Riksbankens styrräntor;Styrränta;4,00
2024-05-13;Riksbankens styrräntor;Styrränta;4,00
2024-05-14;Riksbankens styrräntor;Styrränta;4,00
2024-05-15;Riksbankens styrräntor;Styrränta;3,75
2024-05-16;Riksbankens styrräntor;Styrränta;3,75
2024-05-17;Riksbankens styrräntor;Styrränta;3,75
2024-05-20;Riksbankens styrräntor;Styrränta;3,75
2024-05-21;Riksbankens styrräntor;Styrränta;3,75
2024-05-22;Riksbankens styrräntor;Styrränta;3,75
2024-05-23;Riksbankens styrräntor;Styrränta;3,75
2024-05-24;Riksbankens styrräntor;Styrränta;3,75
2024-05-27;Riksbankens styrräntor;Styrränta;3,75
2024-05-28;Riksbankens styrräntor;Styrränta;3,75
2024-05-29;Riksbankens styrräntor;Styrränta;3,75
2024-05-30;Riksbankens styrräntor;Styrränta;3,75
2024-05-31;Riksbankens styrräntor;Styrränta;3,75
2024-06-03;Riksbankens styrräntor;Styrränta;3,75
2024-06-04;Riksbankens styrräntor;Styrränta;3,75
2024-06-05;Riksbankens styrräntor;Styrränta;3,75
2024-06-07;Riksbankens styrräntor;Styrränta;3,75
2024-06-10;Riksbankens styrräntor;Styrränta;3,75
2024-06-11;Riksbankens styrräntor;Styrränta;3,75
2024-06-12;Riksbankens styrräntor;Styrränta;3,75
2024-06-13;Riksbankens styrräntor;Styrränta;3,75
2024-06-14;Riksbankens styrräntor;Styrränta;3,75
2024-06-17;Riksbankens styrräntor;Styrränta;3,75
2024-06-18;Riksbankens styrräntor;Styrränta;3,75
2024-06-19;Riksbankens styrräntor;Styrränta;3,75
2024-06-20;Riksbankens styrräntor;Styrränta;3,75
2024-06-24;Riksbankens styrräntor;Styrränta;3,75
2024-06-25;Riksbankens styrräntor;Styrränta;3,75
2024-06-26;Riksbankens styrräntor;Styrränta;3,75
2024-06-27;Riksbankens styrräntor;Styrränta;3,75
2024-06-28;Riksbankens styrräntor;Styrränta;3,75
2024-07-01;Riksbankens styrräntor;Styrränta;3,75
2024-07-02;Riksbankens styrräntor;Styrränta;3,75
2024-07-03;Riksbankens styrräntor;Styrränta;3,75
2024-07-04;Riksbankens styrräntor;Styrränta;3,75
2024-07-05;Riksbankens styrräntor;Styrränta;3,75
2024-07-08;Riksbankens styrräntor;Styrränta;3,75
2024-07-09;Riksbankens styrräntor;Styrränta;3,75
2024-07-10;Riksbankens styrräntor;Styrränta;3,75
2024-07-11;Riksbankens styrräntor;Styrränta;3,75
2024-07-12;Riksbankens styrräntor;Styrränta;3,75
2024-07-15;Riksbankens styrräntor;Styrränta;3,75
2024-07-16;Riksbankens styrräntor;Styrränta;3,75
2024-07-17;Riksbankens styrräntor;Styrränta;3,75
2024-07-18;Riksbankens styrräntor;Styrränta;3,75
2024-07-19;Riksbankens styrräntor;Styrränta;3,75
2024-07-22;Riksbankens styrräntor;Styrränta;3,75
2024-07-23;Riksbankens styrräntor;Styrränta;3,75
2024-07-24;Riksbankens styrräntor;Styrränta;3,75
2024-07-25;Riksbankens styrräntor;Styrränta;3,75
2024-07-26;Riksbankens styrräntor;Styrränta;3,75
2024-07-29;Riksbankens styrräntor;Styrränta;3,75
2024-07-30;Riksbankens styrräntor;Styrränta;3,75
2024-07-31;Riksbankens styrräntor;Styrränta;3,75
2024-08-01;Riksbankens styrräntor;Styrränta;3,75
2024-08-02;Riksbankens styrräntor;Styrränta;3,75
2024-08-05;Riksbankens styrräntor;Styrränta;3,75
2024-08-06;Riksbankens styrräntor;Styrränta;3,75
2024-08-07;Riksbankens styrräntor;Styrränta;3,75
2024-08-08;Riksbankens styrräntor;Styrränta;3,75
2024-08-09;Riksbankens styrräntor;Styrränta;3,75
2024-08-12;Riksbankens styrräntor;Styrränta;3,75
2024-08-13;Riksbankens styrräntor;Styrränta;3,75
2024-08-14;Riksbankens styrräntor;Styrränta;3,75
2024-08-15;Riksbankens styrräntor;Styrränta;3,75
2024-08-16;Riksbankens styrräntor;Styrränta;3,75
2024-08-19;Riksbankens styrräntor;Styrränta;3,75
2024-08-20;Riksbankens styrräntor;Styrränta;3,75
2024-08-21;Riksbankens styrräntor;Styrränta;3,50
2024-08-22;Riksbankens styrräntor;Styrränta;3,50
2024-08-23;Riksbankens styrräntor;Styrränta;3,50
2024-08-26;Riksbankens styrräntor;Styrränta;3,50
2024-08-27;Riksbankens styrräntor;Styrränta;3,50
2024-08-28;Riksbankens styrräntor;Styrränta;3,50
2024-08-29;Riksbankens styrräntor;Styrränta;3,50
2024-08-30;Riksbankens styrräntor;Styrränta;3,50
2024-09-02;Riksbankens styrräntor;Styrränta;3,50
2024-09-03;Riksbankens styrräntor;Styrränta;3,50
2024-09-04;Riksbankens styrräntor;Styrränta;3,50
2024-09-05;Riksbankens styrräntor;Styrränta;3,50
2024-09-06;Riksbankens styrräntor;Styrränta;3,50
2024-09-09;Riksbankens styrräntor;Styrränta;3,50
2024-09-10;Riksbankens styrräntor;Styrränta;3,50
2024-09-11;Riksbankens styrräntor;Styrränta;3,50
2024-09-12;Riksbankens styrräntor;Styrränta;3,50
2024-09-13;Riksbankens styrräntor;Styrränta;3,50
2024-09-16;Riksbankens styrräntor;Styrränta;3,50
