exact_address,price,size,rooms,monthly_fee,price_per_sqm,location,has_elevator,has_balcony,ending_price,price_change_percentage,ending_price_per_sqm
Tegelviksgatan 64,,61.0,2.0,5822,,"Södermalm Sofia, Stockholms kommun",True,False,5650000,+14 %,92623
"Skrinvägen 7, 2,5tr",,43.0,2.0,3109,,"Gubbängen, Stockholms kommun",False,True,2370000,+19 %,55116
"Sköndalsvägen 100, 1tr",,72.5,3.0,5486,,"Sköndal - Sköndals Centrum, Stockholms kommun",True,True,3200000,+8 %,44138
"Skönviksvägen 290, 1 tr",,85.5,4.0,6301,,"Stureby - Enskede, Stockholms kommun",False,True,4110000,+3 %,48070
Västerled 51,,108.0,5.0,7547,,"Bromma Äppelviken, Stockholms kommun",True,False,11250000,+3 %,104167
"Upplandsgatan 75, 3 tr",,62.0,2.0,2267,,"Vasastan, Stockholms kommun",True,True,7800000,-2 %,125806
Lars Forssells gata 30,,89.0,3.0,4891,,"Västra Kungsholmen - Hornsbergs strand, Stockholms kommun",True,True,7840000,+5 %,88090
Per Lindeströms väg 121,,55.0,2.0,4772,,"Johanneshov, Stockholms kommun",False,False,3430000,+8 %,62364
Korphoppsgatan 28,,60.0,2.5,4624,,"Hammarby Sjöstad, Stockholms kommun",True,True,5100000,+16 %,85000
Ålgrytevägen 31,,50.0,2.0,4130,,"Bredäng/Mälarhöjden, Stockholms kommun",True,False,2460000,+12 %,49200
"Norrtullsgatan 63, 3tr",,36.0,2.0,1885,,"Vasastan - Odenplan, Stockholms kommun",True,True,3675000,-3 %,102083
"Hornsbergs Strand 15D, Vån 4",,79.5,3.0,4373,,"Västra Kungsholmen - Hornbergs strand, Stockholms kommun",True,True,7765000,+5 %,97673
Essingestråket 29 vån 2 av 3,,47.0,2.0,3419,,"Kungsholmen - Stora Essingen, Stockholms kommun",False,True,3375000,+3 %,71809
Ingenjörsvägen 42,,110.0,4.0,6377,,"Stockholm, Stockholms kommun",True,True,10600000,+6 %,96364
"Odengatan 62, 5 tr",,,2.5,1287,,"Vasastan, Stockholms kommun",True,True,9900000,-6 %,132000
Bohusgatan 39,,75.0,3.0,3301,,"Södermalm - Skanstull, Stockholms kommun",True,False,5900000,+7 %,78667
Dalagatan 86H,,40.0,1.0,2520,,"Vasastan, Stockholms kommun",True,False,4000000,+3 %,100000
"Virkesvägen 7B, plan 3",,34.0,1.0,3301,,"Hammarby Sjöstad, Stockholms kommun",True,True,3050000,+2 %,89706
Skeppstavägen 11,,92.0,4.0,5893,,"Bandhagen, Stockholms kommun",False,True,3550000,+2 %,38587
Kransbindarvägen 49,,35.0,2.0,3206,,"Telefonplan - Midsommarkransen, Stockholms kommun",False,False,2850000,±0 %,81429
,,,,,,,False,False,,,
,,,,,,,False,False,,,
"Sköntorpsvägen 109, 4tr",,67.0,2.0,4729,,"Årsta, Stockholms kommun",True,True,4900000,+3 %,73134
Gävlegatan 32,,35.0,2.0,1925,,"Vasastan - Hagastaden, Stockholms kommun",True,True,4200000,+5 %,120000
Valhallavägen 38A,,49.0,2.0,2672,,"Östermalm, Stockholms kommun",False,False,6000000,+11 %,122449
"Sankt Göransgatan 81, vån 5",,64.0,2.0,4371,,"Kungsholmen Fridhemsplan, Stockholms kommun",True,True,5600000,-2 %,87500
Johan printz väg 32,,24.0,1.0,1860,,"Johanneshov, Stockholms kommun",False,False,1795000,±0 %,74792
Buteljgatan 24,,76.0,3.0,4510,,"Liljeholmskajen, Stockholms kommun",True,True,5495000,-2 %,72303
"Sickla kanalgata 60, pl2",,82.0,2.0,6141,,"Hammarby Sjöstad, Stockholms kommun",True,True,4995000,-9 %,60915
"John Ericssonsgatan 11, 4 tr",,86.0,3.0,4874,,"Kungsholmen, Stockholms kommun",True,True,10200000,+10 %,118605
Björkbacksvägen 38,,64.0,3.0,6395,,"Ulvsunda, Stockholms kommun",False,True,2925000,+1 %,45703
Tegnérgatan 55b,,41.0,2.0,3186,,"Vasastan - City/Norrmalm, Stockholms kommun",True,False,4800000,+3 %,117073
Tomtebogatan 34C,,73.0,2.0,3706,,"Stockholm, Stockholms kommun",True,True,9350000,+10 %,128082
Ringvägen 153B,,38.0,1.0,3024,,"Södermalm - Katarina-Sofia, Stockholms kommun",True,False,3200000,+7 %,84211
"Vittangigatan 10, Vån 8+9",,111.0,5.0,8035,,"Vällingby Centrum, Stockholms kommun",True,True,4050000,+5 %,36486
Blåsutvägen 25,,100.0,4.0,6676,,"Blåsut/Johanneshov, Stockholms kommun",False,True,6500000,+8 %,65000
Tyska Bottens väg 50A,,33.0,1.5,2892,,"Nockebyhov, Stockholms kommun",True,False,1675000,+12 %,50758
Bäckaskiftsvägen 7,,86.0,4.0,4782,,"Stureby, Stockholms kommun",False,True,4625000,-4 %,53779
Pilotgatan 5e,,64.0,2.0,5418,,"Skarpnäck, Stockholms kommun",False,False,2300000,+15 %,35938
Polhemsgatan 36,,38.0,1.5,1824,,"Kungsholmen, Stockholms kommun",True,True,4225000,+8 %,111184
Hägerstensvägen 117A,,33.5,1.5,2959,,"Aspudden, Stockholms kommun",False,True,3100000,+15 %,92537
Fogdevägen 41,,88.0,4.0,5754,,"Bagarmossen, Stockholms kommun",True,True,5495000,±0 %,62443
Karlavägen 59C,,22.0,1.0,1268,,"Östermalm, Stockholms kommun",True,False,3400000,-2 %,154545
Sturehillsvägen 15,,80.0,3.0,4499,,"Liljeholmskajen/Årstaberg, Stockholms kommun",True,True,5700000,,71250
Rämensvägen 3,,51.0,2.0,3916,,"Årsta, Stockholms kommun",False,True,3300000,+10 %,64706
"Bråvallagatan 5, 4tr",,42.0,2.0,3202,,"Birkastan - Vasastan, Stockholms kommun",True,False,5200000,+16 %,123810
Västmannagatan 87B,,54.0,2.0,3065,,"Vasastan - Odenplan, Stockholms kommun",True,True,6700000,+12 %,124074
"Mössebergsvägen 20, 3tr",,56.0,2.0,4125,,"Traneberg - Bromma, Stockholms kommun",False,True,3500000,+4 %,62500
"Karlsviksgatan 14, 4 tr",,80.0,3.0,3222,,"Kungsholmen/ Nedre Kungsholmen, Stockholms kommun",True,True,10400000,+5 %,130000
Torbjörn klockares gata 6,,42.0,1.0,2765,,"Stockholm, Stockholms kommun",False,False,4850000,-54 %,115476
Kratsbodavägen 46c,,76.0,3.0,4629,,"Mariehäll, Stockholms kommun",True,True,5250000,+5 %,69079
"Polhemsgatan 5, 3 tr",,43.0,1.5,1894,,"Nedre Kungsholmen, Stockholms kommun",True,False,4510000,+5 %,104884
"Jaktgatan 33, 2 tr",,49.0,2.0,4212,,"Norra Djurgårdsstaden, Stockholms kommun",True,True,4450000,-4 %,90816
"Jaktgatan 33, 2 tr",,30.0,1.0,2579,,"Norra Djurgårdsstaden, Stockholms kommun",True,True,3000000,±0 %,100000
Döbelnsgatan 57,,74.0,3.0,3479,,"Vasastan, Stockholms kommun",True,False,8400000,+12 %,113514
Kirunagatan 25G,,47.0,2.0,4881,,"Vällingby Centrum, Stockholms kommun",False,False,1580000,+6 %,33617
Västgötagatan 13,,47.0,2.0,2737,,"Södermalm - Katarina, Stockholms kommun",True,True,4930000,+12 %,104894
"Tellusgången 32, vån 5",,61.0,2.0,4393,,"Telefonplan, Stockholms kommun",True,True,4300000,+8 %,70492
"Heleneborgsgatan 6C, 4tr",,27.0,1.0,2183,,"Hornstull, Stockholms kommun",True,False,3000000,+16 %,111111
Grafikvägen 25,,68.0,2.5,4350,,"Johanneshov/Globen, Stockholms kommun",False,True,4200000,+5 %,61765
Badstrandsvägen 20,,82.0,3.0,4026,,"Kungsholmen - Stora Essingen, Stockholms kommun",False,True,7500000,+8 %,91463
"Odengatan 2, 1,5 tr",,107.0,4.0,5365,,"Östermalm, Stockholms kommun",True,True,12750000,-1 %,119159
Kronobergsgatan 16 ÖG,,43.0,2.0,2043,,"Kungsholmen, Stockholms kommun",True,False,4600000,,106977
"Sankt Eriksgatan 23, 5 tr",,90.0,3.0,1601,,"Kungsholmen, Stockholms kommun",True,False,11300000,+3 %,125556
Gamla tyresövägen 310,,68.0,3.0,5956,,"Enskededalen, Stockholms kommun",True,True,4505000,+6 %,66250
Hagaesplanaden 76,,35.0,2.0,2463,,"Vasastan, Stockholms kommun",True,True,3950000,+7 %,112857
"Ulriksborgsgatan 7, vån 9",,59.5,2.0,4126,,"Kungsholmen Lindhagen, Stockholms kommun",True,True,4650000,+4 %,78151
Sorögatan 45,,34.5,1.0,2527,,"Kista, Stockholms kommun",True,False,1360000,+14 %,39420
Roslagsgatan 27,,43.0,2.0,1806,,"Vasastan - Sibirien, Stockholms kommun",True,False,4625000,+3 %,107558
"Fröken Göhles Väg 4, 2 tr",,30.0,1.0,2064,,"Spånga - Bromstensstaden, Stockholms kommun",True,True,1700000,±0 %,56667
Hedinsgatan 11,,94.0,4.0,4870,,"Östermalm / Nedre Gärdet, Stockholms kommun",True,False,10650000,+7 %,113298
Strindbergsgatan 51,,27.0,1.0,1728,,"Östermalm / Nedre Gärdet, Stockholms kommun",True,True,3450000,+15 %,127778
,,,,,,,False,False,,,
,,,,,,,False,False,,,
Spanielgatan 4,,34.0,1.5,4010,,"Norra Djurgårdsstaden, Stockholms kommun",True,False,3100000,-5 %,91176
Sjöviksvägen 34,,115.5,5.0,6173,,"Liljeholmskajen, Stockholms kommun",True,True,7995000,±0 %,69221
Lugnets Allé 43,,48.0,2.0,3173,,"Hammarby Sjöstad, Stockholms kommun",True,True,3900000,+3 %,81250
"Kristallvägen 8, 2 tr",,88.0,3.0,5807,,"Solberga, Stockholms kommun",True,True,3900000,+12 %,44318
Lilla Sällskapets väg 15 B,,72.3,3.0,4709,,"Bredäng, Stockholms kommun",False,True,2300000,+5 %,31812
Vinodlargatan 9,,85.0,3.0,4927,,"Liljeholmskajen, Stockholms kommun",True,True,5795000,-2 %,68176
Sparbanksvägen 16,,30.0,1.0,2800,,"Hägerstensåsen/Telefonplan, Stockholms kommun",False,False,1995000,+5 %,66500
Norrtullsgatan 61,,30.0,1.0,1716,,"Vasastan, Stockholms kommun",True,True,3200000,+7 %,106667
"Skeppargatan 78, 6 tr",,,2.0,2849,,"Östermalm, Stockholms kommun",True,True,10450000,+5 %,174167
Sysslomansgatan 26,,36.0,2.0,2499,,"Kungsholmen - Nedre Kungsholmen, Stockholms kommun",True,True,3595000,±0 %,99861
"Motalavägen 13, 3 tr",,40.0,2.0,3380,,"Hjorthagen, Stockholms kommun",False,False,3020000,+4 %,75500
Svartågatan 50,,68.0,3.0,4607,,"Bagarmossen, Stockholms kommun",False,True,4050000,+5 %,59559
"Lötmogatan 7, vån 3 av 4",,27.0,2.0,3114,,"Midsommarkransen, Stockholms kommun",True,True,2500000,+4 %,92593
Gumshornsgatan 7,,28.5,1.0,1976,,"Östermalm-Karlaplan, Stockholms kommun",True,True,4150000,+9 %,145614
Birkagatan 32,,65.0,2.0,1334,,"Vasastan/Birkastan, Stockholms kommun",True,True,8600000,+11 %,132308
Bagarfruvägen 93,,40.0,1.0,3103,,"Sköndal, Stockholms kommun",True,True,2100000,+11 %,52500
Beckombergavägen 212,,94.0,5.0,6713,,"Beckomberga, Stockholms kommun",True,True,5800000,+2 %,61702
Alviksvägen 53 B,,66.0,2.0,3440,,"Bromma Äppelviken, Stockholms kommun",False,False,5300000,+6 %,80303
Kaptensgatan 11,,105.0,4.0,4375,,"Östermalm, Stockholms kommun",True,False,17900000,+17 %,170476
Prästgårdsgränd 14,,75.0,3.0,4424,,"Älvsjö, Stockholms kommun",True,True,3350000,±0 %,44667
Österlånggatan 33,,41.0,2.0,2079,,"Gamla stan, Stockholms kommun",False,False,5650000,+16 %,137805
"Erstagatan 26, 2,5 tr",,72.0,3.0,3842,,"Södermalm - Katarina Sofia, Stockholms kommun",True,True,9100000,+14 %,126389
Frödingsvägen 10,,36.0,1.0,2988,,"Fredhäll, Stockholms kommun",False,False,2700000,-3 %,75000
Jämtlandsgatan 112,,58.0,2.0,4757,,"Vällingby - Centrum, Stockholms kommun",False,True,1950000,+15 %,33621
"Kamomillagatan 17, 5 tr.",,54.0,2.0,2197,,"Bromma / Annedal, Stockholms kommun",True,True,3650000,+12 %,67593
"Mockasinvägen 26, 3 tr",,65.0,3.0,3671,,"Älvsjö Solberga, Stockholms kommun",False,True,2770000,+7 %,42615
Bennebolsgatan 18,,79.5,3.0,6267,,"Spånga - Solhem, Stockholms kommun",True,True,2900000,±0 %,36478
Ralångsvägen 10,,37.0,1.0,1628,,"Årsta, Stockholms kommun",False,False,2100000,+5 %,56757
Gröndalsvägen 181,,68.0,3.0,3711,,"Gröndal/Ekensberg, Stockholms kommun",True,True,6000000,+11 %,88235
Virkesvägen 15,,50.0,2.0,3701,,"Hammarby Sjöstad, Stockholms kommun",True,True,3800000,+7 %,76000
"Smörbrödsvägen 15, 3tr",,71.0,3.0,4527,,"Sköndal, Stockholms kommun",False,True,3200000,+8 %,45070
Aprikosgatan 1C,,83.0,4.0,6515,,"Hässelby Strand, Stockholms kommun",True,False,2550000,+6 %,30723
Dellensvägen 32,,62.0,2.0,3857,,"Årsta, Stockholms kommun",False,True,3175000,+7 %,51210
"Erik Dahlbergsgatan 53, 3 av 3 tr",,85.0,3.0,4435,,"Gärdet, Stockholms kommun",True,True,9150000,+8 %,107647
Drottningholmsvägen 284,,40.0,2.0,3426,,"Bromma, Stockholms kommun",False,False,3235000,+1 %,80875
Pär Lagerkvists gata 24,,99.0,4.0,4894,,"Västra Kungsholmen  - Hornsbergs strand, Stockholms kommun",True,True,9375000,+2 %,94697
"Bo Bergmans gata 7, ½tr",,110.0,5.0,11000000,,"Nedre Gärdet, Stockholms kommun",True,True,11000000,+1 %,100000
Kristinebergs Slottsväg 7,,84.0,4.0,5411,,"Kristineberg, Stockholms kommun",True,True,7810000,+6 %,92976
Pelargatan 7,,24.0,1.0,1346,,"Skärmarbrink, Stockholms kommun",True,False,2450000,+23 %,102083
Östrandsvägen 78,,72.0,3.0,4420,,"Enskede - Stureby, Stockholms kommun",False,False,3610000,-5 %,50139
"Kungsholmsgatan 9, 2tr",,38.5,2.0,4172,,"Kungsholmen, Stockholms kommun",True,True,3560000,-1 %,92468
Doktor Widerströms Gata 26,,26.0,1.0,1958,,"Fruängen, Stockholms kommun",False,False,1800000,+6 %,69231
Jämtlandsgatan 99,,36.0,1.0,2503,,"Vällingby Parkstad / Råcksta, Stockholms kommun",True,True,1895000,±0 %,52639
Åmänningevägen 20,,68.5,3.0,5158,,"Årsta, Stockholms kommun",False,True,4600000,+2 %,67153
Essinge Högväg 21,,,4.0,6578,,"Kungsholmen - Stora Essingen, Stockholms kommun",False,True,8400000,-1 %,93333
Sandhamnsgatan 25,,36.7,1.5,1674,,"Gärdet, Stockholms kommun",True,False,3500000,+4 %,95368
Torbjörn Klockares gata 6,,42.0,1.5,2765,,"Vasastan, Stockholms kommun",False,False,4720000,+18 %,112381
Kammakargatan 46,,26.0,1.0,1761,,"Norrmalm-Vasastan, Stockholms kommun",True,False,3250000,+9 %,125000
"Åsögatan 118, 1 tr",,94.0,4.0,2066,,"SOFO - Södermalm, Stockholms kommun",True,True,10525000,+17 %,111968
"Tavastgatan 40, 4 tr",,45.0,2.0,2627,,"Södermalm - Mariaberget, Stockholms kommun",False,True,6000000,+26 %,133333
,,,,,,,False,False,,,
,,,,,,,False,False,,,
Stureparken 9,,93.0,3.0,4658,,"Östermalm, Stockholms kommun",True,True,14250000,+10 %,153226
Vikingagatan 5,,49.0,2.0,3554,,"Birkastan, Stockholms kommun",False,True,5860000,+2 %,119592
"Alviksvägen 23, vån 3!",,70.0,2.0,5178,,"Bromma - Äppelviken, Stockholms kommun",False,True,5600000,+2 %,80000
Hjärnegatan 8,,46.3,2.0,2141,,"Stockholm, Stockholms kommun",True,True,4775000,+6 %,103132
Essingetorget 44,,28.0,1.0,1659,,"Stora Essingen, Stockholms kommun",False,False,2600000,+4 %,92857
John Ericssonsgatan 14,,30.0,1.0,1248,,"Kungsholmen, Stockholms kommun",True,False,3500000,+17 %,116667
Förmansvägen 21,,92.0,3.0,4021,,"Liljeholmskajen, Stockholms kommun",True,True,6750000,+13 %,73370
Orvar Odds väg 51,,56.0,3.0,2917,,"Fredhäll, Stockholms kommun",True,True,6200000,+3 %,110714
"Tellusborgsvägen 98, vån 2",,,2.0,3252,,"Telefonplan/Midsommarkransen, Stockholms kommun",True,True,3550000,+2 %,80682
"Aprikosgatan 33, 7tr",,73.0,3.0,5835,,"Hässelby Strand, Stockholms kommun",True,True,2250000,-2 %,30822
"Ringvägen 11G, 1tr",,74.0,3.0,3059,,"Södermalm, Stockholms kommun",True,True,6125000,+6 %,82770
Harpsundsvägen 135,,44.0,1.0,2803,,"Högdalen, Stockholms kommun",False,True,2105000,+6 %,47841
Sankt Göransgatan 133,,49.0,2.0,3029,,"Kungsholmen, Stockholms kommun",True,True,4495000,±0 %,91735
Mörtvikskroken 13B,,88.0,3.0,5331,,"Vinterviken, Stockholms kommun",False,False,8525000,+22 %,96875
Katarina Bangata 42,,62.0,2.0,2438,,"Södermalm, Stockholms kommun",True,True,7150000,+10 %,115323
Spångavägen 12,,41.0,2.0,3047,,"Riksby, Stockholms kommun",False,True,2660000,+11 %,64878
Redargatan 10,,78.0,3.5,4802,,"Hammarby Sjöstad, Stockholms kommun",True,False,5550000,,71154
Hammarby allé 173,,57.0,2.0,2821,,"Hammarby Sjöstad, Stockholms kommun",True,True,4350000,-3 %,76316
John Bergs Plan 2,,38.0,1.0,1754,,"Kungholmen, Stockholms kommun",True,False,2995000,-5 %,78816
Bäckaskiftsvägen 54,,42.0,2.0,2683,,"Stureby, Stockholms kommun",False,True,2475000,±0 %,58929
Götaforsvägen 18,,41.0,1.0,3230,,"Stureby, Stockholms kommun",False,False,2350000,-2 %,57317
Drottningholmsvägen 360 Vån 3/3,,51.0,2.0,3367,,"Bromma, Stockholms kommun",False,True,2850000,+6 %,55882
Lidköpingsvägen 31,,40.0,2.0,3210,,"Hammarbyhöjden, Stockholms kommun",False,True,2915000,+1 %,72875
"Sandhamnsgatan 57 A, 4 tr",,129.0,4.0,7686,,"Östermalm / Gärdet, Stockholms kommun",True,False,12500000,±0 %,96899
Vasaloppsvägen 63,,68.0,3.0,5988,,"Västertorp, Stockholms kommun",False,False,3895000,+11 %,57279
Snickerigatan 11,,89.0,3.0,5750,,"Telefonplan, Stockholms kommun",True,True,6600000,+3 %,74157
"Heleneborgsgatan 9 A, 3 tr",,65.0,3.0,3321,,"Hornstull, Stockholms kommun",True,False,6650000,+2 %,102308
Alströmergatan 32B,,49.0,2.0,2854,,"Kungsholmen, Stockholms kommun",False,False,4750000,+8 %,96939
Upplandsgatan 28,,71.5,3.0,3914,,"Vasastan, Stockholms kommun",True,False,7775000,+14 %,108741
"Nybohovsbacken 29, vån 13/13",,96.0,4.0,4249,,"Liljeholmen, Stockholms kommun",True,True,7910000,+24 %,82396
Gustav III:s väg 66,,64.0,2.0,2065,,"Bromma - Åkeslund, Stockholms kommun",False,True,3100000,+7 %,48438
Valsbergs Gränd 9,,30.0,1.5,2311,,"Midsommarkransen, Stockholms kommun",False,False,2760000,+13 %,92000
"Tranebergsvägen 52, 2tr",,55.0,2.0,3861,,"Bromma - Traneberg, Stockholms kommun",False,True,3850000,+10 %,70000
"Älvsjövägen 12, vån 2",,79.0,3.0,5803,,"Älvsjö, Stockholms kommun",True,True,3855000,+10 %,48797
Brännkyrkagatan 30,,83.0,3.0,3408,,"Södermalm / Mariaberget / Mariatorget, Stockholms kommun",True,False,9050000,+7 %,109036
"Fleminggatan 40C, 5tr",,66.0,2.0,3316,,"Kungsholmen, Stockholms kommun",True,True,5850000,±0 %,88636
Gamla tyresövägen 369,,71.0,3.0,5453,,"Enskededalen, Stockholms kommun",True,True,4300000,-4 %,60563
Högalidsgatan 50B,,19.0,1.0,1409,,"Hornstull, Stockholms kommun",False,False,2530000,+21 %,133158
Hallebergsvägen 36,,52.0,3.0,3733,,"Bromma - Traneberg, Stockholms kommun",False,True,3860000,+4 %,74231
Essinge Brogata 12,,37.5,2.0,2902,,"Lilla Essingen, Stockholms kommun",True,True,3400000,+6 %,90667
Regeringsgatan 87,,,3.5,3835,,"Norrmalm, Stockholms kommun",True,True,15000000,±0 %,121951
Folkungagatan 101,,39.0,1.0,2494,,"Södermalm, Stockholms kommun",True,False,3250000,+12 %,83333
Södermannagatan 31,,60.0,2.5,2475,,"Södermalm, Stockholms kommun",True,True,7100000,+13 %,118333
Lindvallsgatan 2,,69.0,3.0,4348,,"Södermalm, Stockholms kommun",True,True,7550000,+14 %,109420
"Wargentinsgatan 5B, 1tr",,53.5,3.0,3206,,"Kungsholmen, Stockholms kommun",True,False,5430000,+9 %,101495
"Tellusborgsvägen 90, vån 3",,35.0,1.5,2586,,"Midsommarkransen / Telefonplan, Stockholms kommun",True,True,2900000,+16 %,82857
"Bråviksvägen 1, 2 tr",,70.0,3.0,5390,,"Årsta, Stockholms kommun",False,True,4600000,+10 %,65714
Odengatan 78,,,1.5,1251,,"Vasastan, Stockholms kommun",False,True,4100000,+8 %,151852
Vidargatan 7,,,2.0,2888,,"Vasastan, Stockholms kommun",True,False,9975000,+14 %,158333
"Borgarfjordsgatan 21 A, våning 4",,98.0,4.0,6430,,"Kista, Stockholms kommun",True,True,3500000,-3 %,35714
,,,,,,,False,False,,,
,,,,,,,False,False,,,
"Fallskärmsgatan 20, 1tr",,65.0,2.0,5364,,"Skarpnäck, Stockholms kommun",True,True,2075000,+6 %,31923
Pålsundsgatan 7,,42.6,2.0,1893,,"Södermalm- Hornstull, Stockholms kommun",True,False,4835000,+15 %,113498
Kuskgränd 6,,79.0,3.0,6158,,"Hässelby - Lövsta Allé, Stockholms kommun",True,True,2300000,+1 %,29114
Köpenhamnsgatan 24,,100.0,4.0,6084,,"Kista, Stockholms kommun",False,False,2490000,±0 %,24900
Bårdgränd 12C,,43.0,2.0,2007,,"Bromma - Åkeshov, Stockholms kommun",False,False,2650000,+8 %,61628
Grev Magnigatan 11B,,52.0,2.0,2558,,"Östermalm, Stockholms kommun",False,False,6325000,+1 %,121635
Sankt eriksgatan 2,,71.0,2.0,2751,,"Kungsholmen - Norr Mälarstrand, Stockholms kommun",True,True,6995000,±0 %,98521
Årstavägen 83 4tr,,64.0,3.0,5558,,"Årsta, Stockholms kommun",True,True,3920000,+5 %,61250
John Ericssonsgatan 6,,27.0,1.0,1965,,"Kungsholmen - Norr Mälarstrand, Stockholms kommun",True,True,3775000,+8 %,139815
Birger Jarlsgatan 110A,,41.0,2.0,1391,,"Östermalm, Stockholms kommun",False,True,5425000,+11 %,132317
"Bondegatan 64, 3 tr",,35.0,2.0,1815,,"Södermalm - Katarina Sofia, Stockholms kommun",True,False,3920000,+12 %,112000
Tångvägen 33,,54.5,3.0,4254,,"Hökmossen, Stockholms kommun",False,True,3050000,+9 %,55963
Slätbaksvägen 48,,42.5,2.0,3018,,"Årsta, Stockholms kommun",False,True,2925000,+18 %,68824
Cedergrensvägen 38,,35.0,2.0,3206,,"Midsommarkransen/Telefonplan, Stockholms kommun",False,False,2920000,+17 %,83429
"Norr Mälarstrand 58/John Ericssonsgatan 1,1tr",,107.0,4.0,5639,,"Nedre Kungsholmen, Stockholms kommun",True,True,13100000,+2 %,122430
"Farstavägen 112B, 4tr",,64.0,2.0,6199,,"Farsta - Centrum, Stockholms kommun",True,True,2600000,+18 %,40625
Selmedalsringen 16,,39.0,2.0,2612,,"Hägerstenshamnen, Stockholms kommun",False,False,2695000,±0 %,69103
Mästarbacken 113,,119.0,4.0,7300,,"Mälarhöjden, Stockholms kommun",False,False,7920000,+18 %,66555
Hjälmarsvägen 29,,54.2,2.0,3998,,"Årsta, Stockholms kommun",False,True,3300000,+10 %,60886
Schlytersvägen 64,,28.0,1.0,2038,,"Aspudden, Stockholms kommun",False,False,2730000,+14 %,97500
Lindhagensterrassen 9,,39.0,1.5,2229,,"Kungsholmen - Stadshagen, Stockholms kommun",True,True,3400000,+11 %,87179
Vanadisvägen 2,,,4.0,3246,,"Vasastan, Stockholms kommun",True,True,13350000,-2 %,134848
Kungsklippan 5,,24.0,1.0,1293,,"Nedre Kungsholmen, Stockholms kommun",True,False,2900000,+16 %,120833
"Voxnegränd 11, 2tr",,69.0,3.0,6114,,"Bagarmossen, Stockholms kommun",False,True,3600000,-1 %,52174
"Jungfrugatan 60, 2 tr",,36.0,2.0,2127,,"Nedre Gärdet, Stockholms kommun",True,True,4275000,+7 %,118750
Follingbogatan 18,,,1.0,2851,,"Bromma - Beckomberga, Stockholms kommun",True,False,1620000,+8 %,70435
"Essingeringen 22A, 1 tr",,94.0,4.0,7139,,"Kungsholmen - Stora Essingen, Stockholms kommun",True,True,8800000,+4 %,93617
"Eknäsvägen 13, 2 tr",,45.0,2.0,2433,,"Kungsholmen - Stora Essingen, Stockholms kommun",False,False,3675000,-2 %,81667
