exact_address,price,size,rooms,monthly_fee,price_per_sqm,location,has_elevator,has_balcony,ending_price,price_change_percentage,ending_price_per_sqm
Follingbogatan 28,,52.5,2.0,3787,,"Beckomberga, Stockholms kommun",True,True,2995000,±0 %,57048
Bällstavägen 51,,44.0,2.0,3624,,"Bromma - Mariehäll, Stockholms kommun",False,True,2600000,+6 %,59091
Åsögatan 100,,63.0,2.0,2219,,"Stockholm, Stockholms kommun",True,True,6160000,+8 %,97778
Tavelsjövägen 20,,58.0,2.0,4567,,"Årsta, Stockholms kommun",False,True,3500000,+22 %,60345
"Tvingvägen 30, 1tr",,36.0,2.0,2389,,"Telefonplan, Stockholms kommun",False,False,2465000,+7 %,68472
Alpvägen 17,,84.0,3.0,4852,,"Bromma - Mariehäll, Stockholms kommun",True,False,4315000,+3 %,51369
"Rindögatan 27, 2 tr",,24.0,1.0,1534,,"Gärdet, Stockholms kommun",True,True,3015000,+12 %,125625
Vattenledningsvägen 49,,52.0,2.0,3209,,"Midsommarkransen, Stockholms kommun",False,True,4100000,+3 %,78846
Tunnlandsvägen 87,,78.0,3.0,4279,,"Bromma - Åkeslund, Stockholms kommun",True,True,4700000,+12 %,60256
"Harry Martinsons Gata 13, 8tr",,46.0,2.0,2817,,"Kungsholmen, Stockholms kommun",True,True,4400000,+5 %,95652
Sibyllegatan 42,,28.0,1.0,1940,,"Östermalm, Stockholms kommun",True,False,4170000,+4 %,148929
"Sehlstedtsgatan 7, 2 tr",,43.0,2.0,2258,,"Gärdet, Stockholms kommun",True,True,3850000,±0 %,89535
Hjalmar Söderbergs väg 10,,53.0,2.0,3957,,"Kungsholmen, Stockholms kommun",True,False,4672500,±0 %,88160
Erik Dahlbergsgatan 71,,104.0,4.0,4999,,"Östermalm / Gärdet, Stockholms kommun",True,False,10200000,+2 %,98077
Kungsholmsgatan 15,,71.0,3.0,3168,,"Kungsholmen - Rådhuset, Stockholms kommun",True,True,7200000,+11 %,101408
"Fridhemsgatan 15, 5 tr",,55.0,3.0,2836,,"Kungsholmen, Stockholms kommun",True,True,5900000,+19 %,107273
Responsgatan 12,,46.0,2.0,3135,,"Midsommarkransen / Telefonplan, Stockholms kommun",True,False,2695000,±0 %,58587
Bråviksvägen 3,,31.0,1.0,2442,,"Årsta, Stockholms kommun",False,False,2100000,+11 %,67742
Sicklingsvägen 3,,54.0,2.0,3139,,"Enskede - Gubbängen, Stockholms kommun",True,True,2675000,-1 %,49537
Brännkyrkagatan 45,,57.0,2.0,3761,,"Södermalm, Stockholms kommun",True,True,6000000,+20 %,105263
"Essingestråket 21, 1tr",,34.0,2.0,1528,,"Stora Essingen - Kungsholmen, Stockholms kommun",False,True,2750000,+10 %,80882
Slåttervallsgatan 1,,75.0,3.0,4225,,"Norra Djurgårdsstaden, Stockholms kommun",True,False,6800000,+5 %,90667
Midsommarvägen 9,,42.0,2.0,3420,,"Midsommarkransen, Stockholms kommun",False,False,2985000,+13 %,71071
Rådmansgatan 79,,37.0,2.0,1380,,"Stockholm, Stockholms kommun",True,False,4750000,+19 %,128378
Anders Reimers väg 8,,46.0,2.0,3012,,"Reimersholme, Stockholms kommun",False,True,4600000,+7 %,100000
"Nybohovsbacken 31, 4tr",,72.0,3.0,3343,,"Liljeholmen, Stockholms kommun",True,True,4850000,+8 %,67361
"Idungatan 6, 3+4tr",,,5.0,5242,,"Vasastan, Stockholms kommun",False,True,12650000,+1 %,97308
"Klubbacken 24, 4tr",,25.0,1.0,2135,,"Hägersten / Mälarhöjden, Stockholms kommun",True,True,2430000,+22 %,97200
"Kammakargatan 18, 4 tr",,28.0,1.0,2515,,"Vasastan - Norrmalm, Stockholms kommun",True,False,3525000,+18 %,125893
Alingsåsvägen 32,,44.0,2.0,3363,,"Hammarbyhöjden, Stockholms kommun",False,True,3200000,+7 %,72727
"Almbygatan 10, 3tr",,47.0,2.0,4857,,"Spånga - Rinkeby, Stockholms kommun",True,True,1376000,-1 %,29277
"Sorögatan 77, 1 tr",,62.0,2.0,4608,,"Kista, Stockholms kommun",True,True,1750000,±0 %,28226
Sorögatan 45,,34.5,1.0,2409,,"Kista, Stockholms kommun",False,False,950000,-3 %,27536
"Almbygatan 10, 1tr",,40.0,2.0,4139,,"Spånga - Rinkeby, Stockholms kommun",True,True,1300000,-21 %,32500
Odengatan 22,,183.0,6.0,4195,,"Vasastan, Stockholms kommun",True,True,22500000,±0 %,122951
Rundkyrkoallén 28E,,,1.0,1141,,"Bromma Kyrka, Stockholms kommun",False,False,2175000,-1 %,114474
,,,,,,,False,False,,,
,,,,,,,False,False,,,
"Bondegatan 46, 3tr",,21.0,1.0,1253,,"Katarina, Stockholms kommun",True,False,2910000,+22 %,138571
Åsögatan 181,,22.0,1.0,833,,"Södermalm - SoFo, Stockholms kommun",True,False,2925000,+22 %,132955
"Rutger Fuchsgatan 8B, 3tr",,22.0,1.0,1632,,"Södermalm - Katarina Sofia, Stockholms kommun",True,True,2700000,+18 %,122727
Tomtebogatan 44,,57.0,2.0,2557,,"Vasastan - Birkastan, Stockholms kommun",True,True,7100000,+9 %,124561
Sigtunagatan 13A,,18.0,1.0,927,,"Vasastan, Stockholms kommun",False,False,2570000,+3 %,142778
Adlerbethsgatan 17,,34.0,2.0,2190,,"Kungsholmen - Fredhäll, Stockholms kommun",False,False,3125000,+4 %,91912
Hagaesplanaden 80,,68.5,3.0,4178,,"Hagastaden, Stockholms kommun",True,True,6800000,±0 %,99270
"Värtavägen 59, 2tr",,21.0,1.0,1165,,"Gärdet - Östermalm, Stockholms kommun",False,True,2400000,+2 %,114286
Skönviksvägen 275,,25.0,1.0,2207,,"Stureby, Stockholms kommun",False,False,1695000,±0 %,67800
Folkungagatan 71,,79.5,3.0,2487,,"Södermalm - Katarina, Stockholms kommun",True,True,7250000,+21 %,91195
Gävlegatan 32,,95.0,4.0,5225,,"Hagastaden, Stockholms kommun",True,True,8730000,-3 %,91895
Terrängvägen 91,,67.4,2.5,4853,,"Västertorp, Stockholms kommun",True,True,3800000,+3 %,56380
"Valhallavägen 137, 2tr",,94.5,4.0,5517,,"Östermalm Nedre Gärdet, Stockholms kommun",True,True,10800000,+17 %,114286
Sågverksgatan 81,,54.0,2.0,3739,,"Stureby, Stockholms kommun",False,True,2550000,+2 %,47222
"Möregatan 10, 1 tr",,29.0,1.5,1849,,"Södermalm, Stockholms kommun",True,False,3250000,+16 %,112069
"Furusundsgatan 3, 2tr",,25.0,1.0,1839,,"Östermalm - Gärdet, Stockholms kommun",True,True,3115000,+11 %,124600
"Sveavägen 122, 5 tr",,73.0,3.0,2556,,"Vasastan/Sibirien, Stockholms kommun",True,True,8350000,+7 %,114384
Skebokvarnsvägen 376,,33.0,1.0,2990,,"Högdalen, Stockholms kommun",True,True,1630000,-14 %,49394
"Sandhamnsgatan 75D, 3 tr",,48.0,2.0,4478,,"Gärdet, Stockholms kommun",True,True,5250000,+5 %,109375
Kratsbodavägen 50D,,50.0,2.0,4735,,"Bromma - Mariehäll, Stockholms kommun",True,False,2650000,-2 %,53000
Friherregatan 43,,81.0,3.0,5154,,"Hässelby, Stockholms kommun",True,False,2165000,+9 %,26728
"Fridhemsgatan 33, Ö.G.",,57.0,2.0,3209,,"Kungsholmen/Fridhemsplan, Stockholms kommun",False,False,4750000,+6 %,83333
Hägerstensvägen 99B,,46.0,2.0,3533,,"Aspudden, Stockholms kommun",True,True,3350000,+12 %,72826
"Rindögatan 15, 5 tr",,57.0,3.0,4160,,"Gärdet, Stockholms kommun",True,True,6540000,+9 %,114737
Lindhagensterrassen 27,,59.5,2.0,3032,,"Lindhagen, Stockholms kommun",True,True,5050000,+4 %,84874
Tyska Bottens väg 61,,50.0,2.0,3764,,"Bromma Nockebyhov, Stockholms kommun",True,True,3300000,+10 %,66000
Bennebolsgatan 40,,39.5,1.5,3214,,"Spånga - Solhem, Stockholms kommun",True,False,1705000,+1 %,43165
Fyrvaktarkroken 22,,66.0,2.0,4718,,"Blåsut, Stockholms kommun",True,True,3525000,-8 %,53409
Söderberga Allé 25,,89.0,4.0,6816,,"Bromma / Beckomberga, Stockholms kommun",True,True,2850000,+4 %,32022
Mälarblick 15,,31.0,1.0,2325,,"Bromma - Nockebyhov, Stockholms kommun",False,True,2240000,+25 %,72258
Fågelstavägen 20,,55.5,2.0,3832,,"Bandhagen, Stockholms kommun",False,True,2400000,+9 %,43243
Götgatan 106,,65.0,2.0,3202,,"Södermalm, Stockholms kommun",True,True,5300000,+8 %,81538
Hornsgatan 180,,35.0,1.5,3009,,"Södermalm Högalid, Stockholms kommun",True,True,4200000,+9 %,120000
Johannesfredsvägen 36,,42.0,2.0,3296,,"Bromma - Johannesfred, Stockholms kommun",False,True,2530000,+10 %,60238
"Torsgatan 74, 2tr",,72.0,3.0,5228,,"Vasastan - Röda Bergen, Stockholms kommun",True,False,6950000,+5 %,96528
Pastellvägen 12,,42.0,2.0,2123,,"Skärmarbrink, Stockholms kommun",False,True,2900000,+4 %,69048
Styrmansgatan 16B,,28.0,1.0,2240,,"Östermalm, Stockholms kommun",True,True,4100000,+11 %,146429
Birkagatan 31A,,26.0,1.0,1404,,"Vasastan - Birkastan, Stockholms kommun",False,True,3625000,+12 %,139423
"Fredhällsgatan 11, 4 tr",,36.0,2.0,2654,,"Fredhäll, Stockholms kommun",False,True,3600000,+6 %,100000
Kungsholms Strand 139,,37.0,2.0,2146,,"Fridhemsplan, Stockholms kommun",True,True,4000000,+8 %,108108
"Kaptensgatan 14A, 2 tr ög",,37.0,1.0,1466,,"Nedre Östermalm, Stockholms kommun",True,False,5325000,+11 %,143919
Björnlundavägen 2C,,54.0,2.0,3473,,"Örby, Stockholms kommun",False,True,2650000,+11 %,49074
Riddargatan 28,,135.0,5.0,7345,,"Östermalm, Stockholms kommun",True,True,24650000,,182593
"Sysslomansgatan 1, 3tr",,98.0,3.5,4545,,"Kungsholmen - Norr Mälarstrand, Stockholms kommun",True,False,11350000,+4 %,115816
Tomtebobarnens Gata 5,,64.5,3.0,3414,,"Annedal, Stockholms kommun",True,True,3900000,+12 %,60465
"Skeppargatan 81, 2 tr",,41.5,2.0,2881,,"Östermalm Nedre Gärdet, Stockholms kommun",True,True,5200000,+17 %,125301
"Midsommargränd 2, 2 tr",,56.0,2.0,3106,,"Midsommarkransen, Stockholms kommun",True,True,4295000,±0 %,76696
Industrigatan 9,,22.0,1.0,1271,,"Kungsholmen - Fridhemsplan, Stockholms kommun",True,True,2685000,+8 %,122045
Tavastgatan 28,,36.0,1.0,2131,,"Södermalm, Stockholms kommun",True,False,3645000,+26 %,101250
Pontonjärgatan 43,,74.0,3.0,4287,,"Kungsholmen, Stockholms kommun",True,False,7395000,±0 %,99932
,,,,,,,False,False,,,
,,,,,,,False,False,,,
"Pilottorget 6, 3tr",,114.0,5.0,8063,,"Skarpnäck, Stockholms kommun",True,True,3950000,+13 %,34649
Fregattvägen 66,,41.0,1.0,2609,,"Gröndal, Stockholms kommun",False,True,2625000,+5 %,64024
"Tegnérgatan 55D, 3tr",,42.0,2.0,3406,,"Vasastan/Norrmalm Tegnérlunden, Stockholms kommun",True,True,5100000,+13 %,121429
Ståltrådsvägen 34,,52.3,2.0,3519,,"Bromma - Johannesfred, Stockholms kommun",False,True,2750000,+6 %,52581
"Annebodavägen 60, 1 tr",,79.5,3.0,5987,,"Älvsjö-Örby, Stockholms kommun",False,False,2850000,+6 %,35849
Svedalavägen 8,,67.0,3.0,5229,,"Hammarbyhöjden, Stockholms kommun",False,True,4995000,±0 %,74552
"Krakel Spektakels gata 1, vån 3",,52.0,2.0,3978,,"Bromma - Annedal, Stockholms kommun",True,True,2850000,+6 %,54808
"Farstavägen 89, 15tr",,103.0,5.0,6559,,"Farsta - Centrum, Stockholms kommun",True,True,4000000,+14 %,38835
Skyllbergsgatan 1 5tr,,68.0,2.5,4189,,"Hagsätra, Stockholms kommun",True,True,2295000,±0 %,33750
Ulvsundavägen 34,,91.0,3.0,7155,,"Ulvsunda, Stockholms kommun",False,True,5600000,+12 %,61538
Nykarlebygatan 216,,42.5,1.0,3509,,"Akalla Trädgårdsstaden, Stockholms kommun",False,False,1380000,-1 %,32471
"Sorögatan 95, 1 tr",,84.0,3.0,5538,,"Kista, Stockholms kommun",True,True,2150000,-2 %,25595
Norr Mälarstrand 52,,33.0,1.0,2407,,"Kungsholmen, Stockholms kommun",True,False,3575000,+2 %,108333
"Rålambsvägen 48, 3tr",,28.0,1.0,1893,,"Kungsholmen - Fredhäll, Stockholms kommun",False,False,2820000,+9 %,100714
Lundagatan 39,,66.0,2.5,4780,,"Södermalm, Stockholms kommun",True,False,6525000,+11 %,98864
Hagagatan 22,,64.0,3.0,4014,,"Vasastan, Stockholms kommun",True,False,6800000,+2 %,106250
Baltzar von Platens gata 3,,68.0,2.0,3227,,"Kungsholmen, Stockholms kommun",True,False,6500000,+8 %,95588
Östgötagatan 25,,53.0,2.0,2635,,"Södermalm - Mosebacke, Stockholms kommun",True,True,5895000,±0 %,111226
Bokbindarvägen 15,,36.0,2.0,3107,,"Hägerstensåsen/Telefonplan, Stockholms kommun",False,True,2375000,+14 %,65972
Kirunagatan 84,,58.0,2.0,3304,,"Vällingby Centrum, Stockholms kommun",False,True,2250000,+7 %,38793
"Karlavägen 54, 2 tr",,64.0,3.0,1310,,"Östermalm, Stockholms kommun",True,True,9000000,-3 %,140625
Paternostervägen 84,,56.0,2.0,4488,,"Hammarbyhöjden, Stockholms kommun",False,True,3050000,+2 %,54464
"Skånegatan 55A, 3tr ÖG",,49.0,2.0,3359,,"Södermalm Katarina, Stockholms kommun",True,True,6150000,+26 %,125510
Igeldammsgatan 15,,53.0,2.0,1513,,"Kungsholmen, Stockholms kommun",True,False,7600000,+1 %,143396
Gästrikegatan 8A,,36.0,2.0,3036,,"Vasastan, Stockholms kommun",False,False,4100000,+12 %,113889
Skeppsmäklargatan 53,,39.0,2.0,2840,,"Hammarby Sjöstad, Stockholms kommun",True,True,3250000,-7 %,83333
"Gyllenborgsgatan 9, 2 tr",,19.0,1.0,1377,,"Kungsholmen / Thorildsplan, Stockholms kommun",False,False,2500000,+4 %,131579
Karlsbodavägen 47,,94.0,4.0,5989,,"Bromma / Sundbyberg, Stockholms kommun",True,True,7100000,+9 %,75532
Sparbanksvägen 12,,68.0,3.0,5693,,"Hägerstensåsen, Stockholms kommun",False,True,3400000,+6 %,50000
Bennebolsgatan 16,,79.5,3.0,6267,,"Spånga - Solhem, Stockholms kommun",True,True,2785000,±0 %,35031
Lindvallsgatan 2,,34.0,2.0,2402,,"Södermalm, Stockholms kommun",True,False,3725000,,109559
"Folkungagatan 65, 2 tr",,32.0,1.0,1777,,"Södermalm, Stockholms kommun",True,True,3075000,+6 %,96094
Sankt Eriksgatan 108,,42.0,1.0,1736,,"Vasastan, Stockholms kommun",True,False,4510000,+13 %,107381
"Hälsingegatan 8A, BV",,33.0,2.0,1352,,"Vasastan, Stockholms kommun",True,False,4525000,+13 %,137121
Messeniusgatan 6,,31.0,2.0,2265,,"Fredhäll, Stockholms kommun",True,False,3140000,+8 %,101290
Gästrikegatan 18,,39.0,2.0,1548,,"Vasastan, Stockholms kommun",False,False,4700000,+15 %,120513
"Hammarby allé 119, 3tr",,45.0,2.0,3655,,"Hammarby Sjöstad, Stockholms kommun",True,True,4000000,+5 %,88889
Spångavägen 34,,56.0,2.0,5258,,"Riksby, Stockholms kommun",False,False,2500000,+9 %,44643
Strahlenbergsgatan 25,,39.0,2.0,4082,,"Hammarbyhöjden, Stockholms kommun",False,True,2625000,+2 %,67308
"Bohusgatan 29A, 2tr",,67.0,3.0,4680,,"Södermalm Sofia, Stockholms kommun",True,True,5950000,+20 %,88806
Ätravägen 22A,,32.0,1.0,3246,,"Bagarmossen, Stockholms kommun",True,False,1975000,+1 %,61719
"Filipstadsbacken 62, 3 tr",,59.5,3.0,4420,,"Farsta, Stockholms kommun",True,True,2700000,+13 %,45378
"Igeldammsgatan 20, 1tr",,49.0,2.0,2380,,"Kungsholmen, Stockholms kommun",True,False,3900000,+3 %,79592
"Wallingatan 11, 3 tr",,35.0,1.0,3350,,"Vasastan, Stockholms kommun",True,True,4300000,+12 %,122857
"Holmingegränd 23, 1tr",,61.5,2.0,5846,,"Spånga - Spånga Kyrka, Stockholms kommun",False,True,1200000,+1 %,19512
"Valhallavägen 16, 1tr etage",,85.0,3.0,5243,,"Vasastan/Östermalm, Stockholms kommun",True,False,6200000,-5 %,72941
Aprikosgatan 19B,,53.0,2.0,3750,,"Hässelby Strand, Stockholms kommun",True,True,2100000,-2 %,39623
"Gotlandsgatan 64, 2tr",,41.0,1.5,2669,,"Södermalm - Katarina Sofia, Stockholms kommun",True,False,4350000,+9 %,106098
"Sankt Göransgatan 153, vån 3",,22.5,1.0,1464,,"Kungsholmen, Stockholms kommun",True,False,2225000,+12 %,98889
Inedalsgatan 9 F,,87.0,3.0,3630,,"Kungsholmen, Stockholms kommun",True,False,7285000,+1 %,83736
,,,,,,,False,False,,,
,,,,,,,False,False,,,
Torbjörn klockares gata 18A,,92.0,4.0,7192,,"Vasastan - Röda Bergen, Stockholms kommun",True,False,8900000,-1 %,96739
Lidnersplan 16,,44.0,1.0,2401,,"Kungsholmen, Stockholms kommun",True,True,4500000,+13 %,102273
Registervägen 6,,45.0,2.0,3058,,"Abrahamsberg, Stockholms kommun",False,True,2395000,±0 %,53222
Garvar Lundins gränd 2,,30.0,1.0,1378,,"Kungsholmen, Stockholms kommun",True,False,3630000,+5 %,121000
"Ölandsgatan 44, 1 tr",,25.0,1.0,1665,,"Södermalm, Stockholms kommun",False,False,2900000,+6 %,116000
Erstagatan 20,,93.0,4.0,3120,,"Södermalm - Katarina Sofia, Stockholms kommun",True,True,12350000,+20 %,132796
"Kungsgatan 86A, ÖG",,34.0,1.5,1792,,"Kungsholmen - Rådhuset, Stockholms kommun",False,True,4330000,+14 %,127353
Vikingagatan 27,,27.0,1.0,1289,,"Vasastan - Röda Bergen, Stockholms kommun",True,False,3500000,+17 %,129630
Smedsbacksgatan 1,,31.0,1.5,1955,,"Gärdet, Stockholms kommun",True,True,3450000,+8 %,111290
Wennerbergsgatan 6B,,24.0,1.0,1529,,"Stockholm, Stockholms kommun",True,True,2550000,+16 %,106250
Årsta Skolgränd 10,,40.0,2.0,3196,,"Liljeholmen - Årstaberg, Stockholms kommun",True,True,2950000,+2 %,73750
Fyrvaktarkroken 24,,43.5,2.0,3365,,"Blåsut, Stockholms kommun",True,True,3125000,+4 %,71839
Kungsholmsgatan 9,,38.5,2.0,4172,,"Kungsholmen - Rådhuset, Stockholms kommun",True,True,3595000,±0 %,93377
"Tranebergsvägen 8, 3/3tr",,40.0,2.0,3666,,"Bromma - Traneberg, Stockholms kommun",False,True,3000000,+9 %,75000
"Tegeluddsvägen 30, 4 tr",,26.0,1.0,1906,,"Gärdet, Stockholms kommun",True,True,2700000,+10 %,103846
Essinge Högväg 18,,25.0,1.0,2046,,"Kungsholmen - Stora Essingen, Stockholms kommun",False,False,2250000,+13 %,90000
"Ruddammsvägen 4, 3 tr",,50.0,2.0,2629,,"Östermalm, Stockholms kommun",True,True,4375000,-3 %,87500
Ninni Kronbergs Gata 16,,41.0,2.0,3484,,"Vasastan - Hagastaden, Stockholms kommun",True,False,4150000,+4 %,101220
Gransätragränd 16,,89.5,4.0,5663,,"Sätra, Stockholms kommun",False,True,2600000,±0 %,29050
Dalgången 4,,106.5,4.0,7484,,"Nockebyhov, Stockholms kommun",True,True,4975000,+4 %,46714
Falkholmsgränd 21,,107.5,4.0,7814,,"Skärholmen, Stockholms kommun",True,False,1695000,±0 %,15767
Hildebergsvägen 16,,37.5,1.0,3421,,"Liljeholmskajen/Årstaberg, Stockholms kommun",True,False,2450000,+2 %,65333
Lämmelgränd 5,,58.0,2.0,4224,,"Stora Mossen, Stockholms kommun",True,True,4230000,+6 %,72931
Ståltrådsvägen 26,,54.0,2.0,3422,,"Bromma Johannesfred, Stockholms kommun",False,True,2650000,+11 %,49074
Jarlaplan 4,,148.0,6.0,4972,,"Vasastan / Östermalm, Stockholms kommun",False,True,18000000,+7 %,121622
Mariehällsvägen 7,,41.5,2.0,4134,,"Bromma / Mariehäll, Stockholms kommun",False,False,2300000,+15 %,55422
"Alpvägen 25, 2 tr.",,54.0,2.0,3585,,"Bromma / Mariehäll, Stockholms kommun",True,True,3300000,+10 %,61111
Tantogatan 43,,42.5,2.0,2520,,"Södermalm Högalid, Stockholms kommun",True,False,3850000,+18 %,90588
"Filipstadsbacken 60, 3tr",,59.5,2.0,4420,,"Farsta Strand, Stockholms kommun",True,True,2275000,-3 %,38235
Glindragränd 10,,82.0,3.0,6116,,"Årsta, Stockholms kommun",True,True,5550000,+11 %,67683
Slätbaksvägen 39,,42.5,2.0,2573,,"Årsta, Stockholms kommun",False,True,2500000,+14 %,58824
"Tjurbergsgatan 38, 2 tr.",,41.5,1.5,2871,,"Södermalm - Katarina/Sofia, Stockholms kommun",True,False,4000000,+8 %,96386
Sparbanksvägen 12,,,1.0,3301,,"Hägerstensåsen, Stockholms kommun",False,True,2300000,-11 %,67647
"Dalbobranten 33, 1tr",,73.5,3.0,4697,,"Sköndal, Stockholms kommun",True,True,2760000,+26 %,37551
Valborgsmässovägen 20B,,30.0,2.0,2484,,"Midsommarkransen, Stockholms kommun",True,False,2465000,-1 %,82167
Luntmakargatan 36,,49.0,2.0,4000,,"Vasastan / Norrmalm, Stockholms kommun",True,True,4340000,+9 %,88571
Nybohovsbacken 65,,59.0,2.0,2476,,"Liljeholmen, Stockholms kommun",True,True,3520000,+1 %,59661
Björketorpsvägen 7,,43.0,2.0,2912,,"Bromma / Norra Ängby, Stockholms kommun",True,True,2350000,+7 %,54651
Riddargatan 28B,,90.0,3.0,5081,,"Östermalm, Stockholms kommun",True,True,12900000,-3 %,143333
Hagelstavägen 12,,34.0,1.0,3361,,"Bromma - Mariehäll, Stockholms kommun",False,False,1700000,+7 %,50000
"Kinnekullevägen 45, 2tr",,53.0,2.0,3700,,"Bromma - Traneberg, Stockholms kommun",False,True,3500000,+3 %,66038
Kellgrensgatan 10,,80.0,3.0,6031,,"Hornsbergs Strand - Västra Kungsholmen, Stockholms kommun",True,False,6150000,+8 %,76875
Jämtlandsgatan 150,,78.0,3.0,4960,,"Vällingby Centrum, Stockholms kommun",True,True,2345000,+18 %,30064
Stjärnsundsgatan 5,,59.5,3.0,3562,,"Ormkärr, Stockholms kommun",False,True,1995000,±0 %,33529
"Lotta Svärds gränd 16, 2 tr",,70.0,3.0,4899,,"Fruängen, Stockholms kommun",True,True,3550000,-3 %,50714
"Adlerbethsgatan 15, 3tr",,34.0,2.0,2259,,"Fredhäll, Stockholms kommun",False,False,3250000,+9 %,95588
Borensvägen 28,,58.0,3.0,4709,,"Årsta, Stockholms kommun",False,True,3435000,+15 %,59224
Franzéngatan 40,,54.0,2.0,2953,,"Hornsbergs Strand, Stockholms kommun",True,True,4870000,+6 %,90185
Fyrspannsgatan 177,,45.0,2.0,4054,,"Hässelby Strand, Stockholms kommun",True,True,1695000,±0 %,37667
Pastellvägen 12,,27.0,1.0,1485,,"Skärmarbrink, Stockholms kommun",False,False,2345000,+18 %,86852
,,,,,,,False,False,,,
,,,,,,,False,False,,,
"Skagersvägen 3, 2tr",,58.0,2.0,4240,,"Årsta - Gullmarsplan, Stockholms kommun",False,True,3600000,+3 %,62069
Sandhamnsgatan 47,,36.0,1.5,2272,,"Östermalm - Gärdet, Stockholms kommun",True,True,3450000,+8 %,95833
Responsgatan 12,,34.0,1.5,2317,,"Telefonplan - Midsommarkransen, Stockholms kommun",True,False,2445000,+9 %,71912
Beckomberga ängsväg 16,,56.0,2.0,4138,,"Bromma / Beckomberga, Stockholms kommun",True,False,2775000,-3 %,49554
Mariehamnsgatan 20,,85.0,3.0,6029,,"Akalla, Stockholms kommun",True,False,2100000,-4 %,24706
Älvsjövägen 22C,,63.0,2.0,1714,,"Älvsjö, Stockholms kommun",True,False,4250000,-5 %,67460
Cedergrensvägen 16,,17.0,1.0,2416,,"Midsommarkransen /Telefonplan, Stockholms kommun",True,False,875000,-10 %,51471
"Nybrogatan 85, Ög",,31.0,1.5,1712,,"Östermalm, Stockholms kommun",True,True,4400000,±0 %,141935
Birger Jarlsgatan 120A,,62.0,2.5,1836,,"Östermalm/Vasastan, Stockholms kommun",True,True,6100000,+5 %,98387
Thunbergsgatan 7,,53.0,3.0,5326,,"Hammarbyhöjden, Stockholms kommun",False,True,2750000,-8 %,51887
"Mamsell Ullas Väg 3, 4 tr",,120.0,4.0,9602,,"Mälarhöjden, Stockholms kommun",True,True,7550000,-4 %,62917
Björnsonsgatan 58,,69.0,3.0,4818,,"Blackeberg, Stockholms kommun",True,True,3845000,+1 %,55725
Långholmsgatan 3,,33.0,1.0,2172,,"Högalid, Stockholms kommun",False,True,3475000,±0 %,105303
Artemisgatan 9,,18.0,1.0,1176,,"Hjorthagen, Stockholms kommun",False,False,2340000,+20 %,130000
"Tjärhovsgatan 22, 3 tr",,19.0,1.0,2388,,"Södermalm, Stockholms kommun",True,False,2300000,+15 %,121053
Horisontvägen 91 B,,31.0,1.0,2633,,"Skarpnäck, Stockholms kommun",True,False,1300000,-7 %,41935
Barbro Alvings Gata 3,,32.0,1.0,2394,,"Fruängen, Stockholms kommun",True,False,1940000,-3 %,60625
Kärrtorpsvägen 34,,33.0,1.0,2887,,"Kärrtorp, Stockholms kommun",True,True,2100000,+6 %,63636
Starrängsringen 65,,57.0,2.5,2759,,"Gärdet, Stockholms kommun",True,True,6600000,+6 %,115789
"Kungsklippan 20, vån 4",,32.5,1.0,3606,,"Kungsholmen, Stockholms kommun",True,True,3010000,+6 %,92615
Sandfjärdsgatan 98 9tr,,75.5,3.5,5673,,"Årsta, Stockholms kommun",True,True,3175000,+6 %,42053
"Nina Einhorns Gata 6, 4 tr",,35.0,1.0,3047,,"Vasastan Hagastaden, Stockholms kommun",True,True,3600000,+20 %,102857
Instrumentvägen 26,,55.0,2.0,2888,,"Örnsberg, Stockholms kommun",True,True,4450000,+27 %,80909
"Fyrverkarbacken 28, 8 tr",,123.3,5.0,3339,,"Kungsholmen Marieberg, Stockholms kommun",True,True,11495000,±0 %,93228
"Skagersvägen 6, 2tr",,45.0,2.0,3478,,"Årsta, Stockholms kommun",False,True,3000000,+20 %,66667
Oskarslundsbacken 26,,51.0,2.0,4055,,"Liljeholmen, Stockholms kommun",True,True,3950000,+4 %,77451
Typografvägen 3,,108.0,4.0,6427,,"Örnsberg/aspudden, Stockholms kommun",True,True,8425000,+5 %,78009
"Midsommarparken 5A, 2tr",,36.0,2.0,2827,,"Hägersten / Midsommarkransen, Stockholms kommun",False,False,3000000,+7 %,83333
"Fridhemsgatan 13, 2 tr",,43.0,2.0,2003,,"Kungsholmen, Stockholms kommun",True,False,4375000,-1 %,101744
Styrmansgatan 37 A Ö.G,,55.0,3.0,3164,,"Östermalm, Stockholms kommun",False,False,7050000,+1 %,128182
Lars Forssells gata 31,,90.5,3.0,3805,,"Västra Kungsholmen - Hornsberg strand, Stockholms kommun",True,True,8250000,+4 %,91160
Mickelsbergsvägen 234 E,,,1.0,2596,,"Älvsjö - Herrängen, Stockholms kommun",False,False,2200000,+23 %,100000
Hägervägen 5,,26.0,1.0,1868,,"Enskede, Stockholms kommun",False,True,2050000,+5 %,78846
"Sibeliusgången 34, 4tr",,45.6,2.0,3257,,"Akalla, Stockholms kommun",True,True,1400000,+4 %,30702
Götgatan 96,,68.0,3.0,2169,,"Södermalm, Stockholms kommun",True,False,5425000,+9 %,79779
Badstrandsvägen 22,,37.0,1.5,2071,,"Kungsholmen - Stora Essingen, Stockholms kommun",False,False,3260000,+13 %,88108
